mcc,industry,avg_invoice_size,monthly_txn_count,annual_payment_volume,supplier_margin_profile,payment_speed_preference,card_acceptance_history,reconciliation_complexity,geography,currency,servicing_cost,vendor_id,offer_rate_bps,offer_settlement,offer_fee_cap,accepted
5734,software,4276.38,21,3622417.48,thin,standard,accepted,medium,domestic,USD,low,V004013,220,same_day,none,1
5111,office_supplies,1675.88,6,992488.24,thin,fast,rejected,high,domestic,USD,medium,V004014,280,same_day,none,0
5111,office_supplies,1675.88,6,992488.24,thin,fast,rejected,high,domestic,USD,medium,V004014,150,next_day,capped,0
5137,office_supplies,147.89,9,368876.97,moderate,standard,rejected,low,domestic,USD,medium,V004015,220,same_day,capped,1
5137,office_supplies,147.89,9,368876.97,moderate,standard,rejected,low,domestic,USD,medium,V004015,150,same_day,capped,0
5111,office_supplies,1874.23,1,374908.56,moderate,fast,accepted,low,cross_border,EUR,medium,V004016,280,next_day,none,0
5111,office_supplies,1874.23,1,374908.56,moderate,fast,accepted,low,cross_border,EUR,medium,V004016,280,same_day,none,1
5211,construction,26554.52,5,27509393.46,healthy,standard,never_offered,medium,cross_border,EUR,high,V004017,80,same_day,capped,1
5211,construction,26554.52,5,27509393.46,healthy,standard,never_offered,medium,cross_border,EUR,high,V004017,150,next_day,none,0
7372,it_services,1206.98,7,2223079.36,healthy,fast,accepted,low,domestic,USD,high,V004018,280,next_day,capped,1
7372,it_services,1206.98,7,2223079.36,healthy,fast,accepted,low,domestic,USD,high,V004018,150,next_day,capped,0
5085,industrial,19290.04,20,101867351.01,healthy,standard,accepted,low,domestic,USD,low,V004019,80,next_day,none,1
5085,industrial,19290.04,20,101867351.01,healthy,standard,accepted,low,domestic,USD,low,V004019,280,same_day,none,1
5172,fuel_energy,3935.06,3,1296562.61,moderate,standard,never_offered,low,domestic,USD,medium,V004020,150,next_day,none,1
5172,fuel_energy,3935.06,3,1296562.61,moderate,standard,never_offered,low,domestic,USD,medium,V004020,220,same_day,capped,1
4214,freight_logistics,9625.67,37,106692835.43,moderate,standard,rejected,low,domestic,USD,low,V004021,150,same_day,capped,0
4214,freight_logistics,9625.67,37,106692835.43,moderate,standard,rejected,low,domestic,USD,low,V004021,150,next_day,none,0
5169,chemicals,6026.87,3,4274369.33,moderate,fast,rejected,low,cross_border,CAD,low,V004022,220,next_day,none,0
5169,chemicals,6026.87,3,4274369.33,moderate,fast,rejected,low,cross_border,CAD,low,V004022,150,next_day,capped,0
5734,software,1692.62,10,4015945.0,thin,fast,accepted,low,domestic,USD,high,V004023,220,same_day,capped,1
5734,software,1692.62,10,4015945.0,thin,fast,accepted,low,domestic,USD,high,V004023,150,same_day,capped,1
5734,software,1409.13,3,271611.83,healthy,fast,accepted,medium,cross_border,EUR,low,V004024,220,same_day,none,1
5734,software,1409.13,3,271611.83,healthy,fast,accepted,medium,cross_border,EUR,low,V004024,220,next_day,capped,1
5734,software,463.83,7,166427.98,moderate,fast,never_offered,high,domestic,USD,low,V004025,150,same_day,none,1
5734,software,463.83,7,166427.98,moderate,fast,never_offered,high,domestic,USD,low,V004025,220,next_day,none,1
5172,fuel_energy,3998.8,12,5672128.08,thin,fast,rejected,low,domestic,USD,low,V004026,220,next_day,capped,0
5172,fuel_energy,3998.8,12,5672128.08,thin,fast,rejected,low,domestic,USD,low,V004026,150,same_day,capped,0
7392,professional_services,31844.6,2,9467635.78,healthy,immediate,rejected,medium,domestic,USD,medium,V004027,220,same_day,capped,1
7392,professional_services,31844.6,2,9467635.78,healthy,immediate,rejected,medium,domestic,USD,medium,V004027,220,same_day,capped,0
5172,fuel_energy,6585.97,13,5545235.15,healthy,standard,accepted,medium,domestic,USD,medium,V004028,220,same_day,none,1
5172,fuel_energy,6585.97,13,5545235.15,healthy,standard,accepted,medium,domestic,USD,medium,V004028,150,same_day,none,1
5065,industrial,1194.71,8,1209074.96,moderate,immediate,rejected,medium,domestic,USD,medium,V004029,80,same_day,capped,1
5065,industrial,1194.71,8,1209074.96,moderate,immediate,rejected,medium,domestic,USD,medium,V004029,150,next_day,capped,0
4214,freight_logistics,20995.69,8,48654730.93,moderate,standard,never_offered,high,cross_border,EUR,medium,V004030,220,same_day,none,0
4214,freight_logistics,20995.69,8,48654730.93,moderate,standard,never_offered,high,cross_border,EUR,medium,V004030,80,same_day,none,1
5199,industrial,1867.67,21,1240762.95,thin,fast,accepted,medium,domestic,USD,low,V004031,280,next_day,none,1
5199,industrial,1867.67,21,1240762.95,thin,fast,accepted,medium,domestic,USD,low,V004031,150,same_day,capped,1
4214,freight_logistics,8723.88,7,5849158.26,moderate,standard,rejected,medium,domestic,USD,medium,V004032,280,same_day,none,1
4214,freight_logistics,8723.88,7,5849158.26,moderate,standard,rejected,medium,domestic,USD,medium,V004032,80,same_day,none,0
5199,industrial,4050.12,4,4069085.44,moderate,standard,accepted,low,domestic,USD,medium,V004033,280,next_day,capped,1
5199,industrial,4050.12,4,4069085.44,moderate,standard,accepted,low,domestic,USD,medium,V004033,80,next_day,none,1
7392,professional_services,3163.53,11,3905120.76,thin,fast,never_offered,medium,domestic,USD,medium,V004034,220,next_day,capped,1
7392,professional_services,3163.53,11,3905120.76,thin,fast,never_offered,medium,domestic,USD,medium,V004034,80,same_day,none,1
5111,office_supplies,179.96,5,60449.98,thin,fast,accepted,low,domestic,USD,low,V004035,220,next_day,capped,0
5111,office_supplies,179.96,5,60449.98,thin,fast,accepted,low,domestic,USD,low,V004035,280,next_day,capped,0
7399,professional_services,231.4,18,1047898.53,moderate,standard,rejected,medium,domestic,USD,medium,V004036,80,same_day,none,1
7399,professional_services,231.4,18,1047898.53,moderate,standard,rejected,medium,domestic,USD,medium,V004036,150,next_day,capped,0
5111,office_supplies,155.04,18,617484.91,healthy,fast,never_offered,high,domestic,USD,low,V004037,280,same_day,none,1
5111,office_supplies,155.04,18,617484.91,healthy,fast,never_offered,high,domestic,USD,low,V004037,280,next_day,none,1
5065,industrial,1381.78,5,763439.55,healthy,standard,never_offered,medium,domestic,USD,medium,V004038,280,same_day,capped,1
5065,industrial,1381.78,5,763439.55,healthy,standard,never_offered,medium,domestic,USD,medium,V004038,80,next_day,none,1
8911,engineering,7722.79,6,1115641.12,thin,standard,never_offered,high,domestic,USD,medium,V004039,220,same_day,capped,1
8911,engineering,7722.79,6,1115641.12,thin,standard,never_offered,high,domestic,USD,medium,V004039,280,same_day,none,0
5065,industrial,390.32,6,642233.68,thin,fast,accepted,low,domestic,USD,high,V004040,80,same_day,capped,1
5065,industrial,390.32,6,642233.68,thin,fast,accepted,low,domestic,USD,high,V004040,80,next_day,capped,1
5137,office_supplies,633.71,17,205240.03,moderate,standard,rejected,high,domestic,USD,low,V004041,150,same_day,none,1
5137,office_supplies,633.71,17,205240.03,moderate,standard,rejected,high,domestic,USD,low,V004041,280,same_day,none,0
5137,office_supplies,719.78,9,1679965.24,healthy,standard,accepted,high,domestic,USD,medium,V004042,280,same_day,capped,1
5137,office_supplies,719.78,9,1679965.24,healthy,standard,accepted,high,domestic,USD,medium,V004042,280,same_day,capped,1
5122,pharma,2326.9,15,229703.09,healthy,standard,rejected,medium,domestic,USD,low,V004043,280,next_day,none,0
5122,pharma,2326.9,15,229703.09,healthy,standard,rejected,medium,domestic,USD,low,V004043,220,next_day,capped,1
5199,industrial,582.07,7,880953.07,healthy,standard,rejected,medium,domestic,USD,medium,V004044,150,same_day,none,1
5199,industrial,582.07,7,880953.07,healthy,standard,rejected,medium,domestic,USD,medium,V004044,220,same_day,capped,1
5111,office_supplies,328.33,14,1184359.69,thin,standard,accepted,low,domestic,USD,medium,V004045,220,same_day,capped,1
5111,office_supplies,328.33,14,1184359.69,thin,standard,accepted,low,domestic,USD,medium,V004045,150,same_day,capped,1
7399,professional_services,301.8,26,2186539.14,healthy,standard,never_offered,medium,domestic,USD,high,V004046,220,next_day,none,0
7399,professional_services,301.8,26,2186539.14,healthy,standard,never_offered,medium,domestic,USD,high,V004046,280,next_day,capped,1
7372,it_services,1629.27,16,3274281.96,thin,standard,accepted,medium,domestic,USD,medium,V004047,280,next_day,capped,0
7372,it_services,1629.27,16,3274281.96,thin,standard,accepted,medium,domestic,USD,medium,V004047,80,next_day,none,1
7399,professional_services,177.7,9,50745.47,moderate,standard,never_offered,low,cross_border,GBP,medium,V004048,150,next_day,capped,1
7399,professional_services,177.7,9,50745.47,moderate,standard,never_offered,low,cross_border,GBP,medium,V004048,280,same_day,capped,1
5199,industrial,107.03,11,255796.84,moderate,fast,accepted,medium,domestic,USD,low,V004049,80,same_day,capped,0
5199,industrial,107.03,11,255796.84,moderate,fast,accepted,medium,domestic,USD,low,V004049,150,same_day,capped,1
7392,professional_services,1236.26,13,3188813.73,thin,standard,never_offered,medium,cross_border,GBP,low,V004050,80,same_day,none,0
7392,professional_services,1236.26,13,3188813.73,thin,standard,never_offered,medium,cross_border,GBP,low,V004050,220,next_day,capped,0
5137,office_supplies,814.41,17,2042678.9,thin,immediate,accepted,high,cross_border,GBP,high,V004051,280,next_day,none,0
5137,office_supplies,814.41,17,2042678.9,thin,immediate,accepted,high,cross_border,GBP,high,V004051,220,next_day,none,0
5137,office_supplies,102.09,14,420709.12,thin,immediate,never_offered,high,domestic,USD,high,V004052,150,next_day,none,0
5137,office_supplies,102.09,14,420709.12,thin,immediate,never_offered,high,domestic,USD,high,V004052,280,same_day,capped,0
5172,fuel_energy,3971.46,4,3945274.27,thin,fast,rejected,low,cross_border,EUR,medium,V004053,150,next_day,capped,0
5172,fuel_energy,3971.46,4,3945274.27,thin,fast,rejected,low,cross_border,EUR,medium,V004053,80,same_day,none,0
5085,industrial,1595.98,6,399857.78,thin,standard,accepted,low,domestic,USD,low,V004054,150,same_day,capped,1
5085,industrial,1595.98,6,399857.78,thin,standard,accepted,low,domestic,USD,low,V004054,150,next_day,capped,1
5122,pharma,2162.44,3,899663.63,thin,fast,accepted,low,domestic,USD,medium,V004055,220,same_day,none,1
5122,pharma,2162.44,3,899663.63,thin,fast,accepted,low,domestic,USD,medium,V004055,280,same_day,capped,1
5122,pharma,7305.64,9,6059659.45,moderate,standard,never_offered,high,domestic,USD,high,V004056,150,next_day,none,1
5122,pharma,7305.64,9,6059659.45,moderate,standard,never_offered,high,domestic,USD,high,V004056,150,next_day,none,0
5122,pharma,6355.75,2,1388877.44,thin,fast,accepted,medium,cross_border,GBP,low,V004057,150,same_day,capped,1
5122,pharma,6355.75,2,1388877.44,thin,fast,accepted,medium,cross_border,GBP,low,V004057,150,next_day,none,0
5211,construction,3938.28,15,17607951.15,healthy,standard,rejected,low,domestic,USD,high,V004058,80,next_day,capped,0
5211,construction,3938.28,15,17607951.15,healthy,standard,rejected,low,domestic,USD,high,V004058,150,same_day,none,1
5211,construction,3522.12,12,7424646.75,moderate,immediate,accepted,high,domestic,USD,low,V004059,280,next_day,capped,0
5211,construction,3522.12,12,7424646.75,moderate,immediate,accepted,high,domestic,USD,low,V004059,150,same_day,none,1
5065,industrial,1446.91,6,2229642.69,thin,standard,never_offered,high,cross_border,GBP,low,V004060,220,next_day,capped,1
5065,industrial,1446.91,6,2229642.69,thin,standard,never_offered,high,cross_border,GBP,low,V004060,280,same_day,none,0
5137,office_supplies,2683.86,5,2721206.94,thin,standard,accepted,low,domestic,USD,low,V004061,220,same_day,capped,1
5137,office_supplies,2683.86,5,2721206.94,thin,standard,accepted,low,domestic,USD,low,V004061,220,next_day,none,0
7372,it_services,844.33,1,51436.32,healthy,standard,never_offered,low,domestic,USD,medium,V004062,280,next_day,none,1
7372,it_services,844.33,1,51436.32,healthy,standard,never_offered,low,domestic,USD,medium,V004062,280,next_day,capped,1
5172,fuel_energy,7571.26,5,7983244.63,thin,fast,rejected,medium,domestic,USD,medium,V004063,80,same_day,none,1
5172,fuel_energy,7571.26,5,7983244.63,thin,fast,rejected,medium,domestic,USD,medium,V004063,220,next_day,none,0
5065,industrial,367.46,4,302431.97,thin,standard,accepted,low,domestic,USD,high,V004064,150,next_day,none,1
5065,industrial,367.46,4,302431.97,thin,standard,accepted,low,domestic,USD,high,V004064,80,next_day,capped,1
5122,pharma,6231.67,6,7069061.2,moderate,immediate,rejected,high,domestic,USD,medium,V004065,220,next_day,capped,0
5122,pharma,6231.67,6,7069061.2,moderate,immediate,rejected,high,domestic,USD,medium,V004065,220,next_day,capped,1
5111,office_supplies,367.64,12,981353.09,thin,immediate,never_offered,medium,cross_border,EUR,high,V004066,280,next_day,none,1
5111,office_supplies,367.64,12,981353.09,thin,immediate,never_offered,medium,cross_border,EUR,high,V004066,80,same_day,none,1
5211,construction,2705.46,9,478580.55,thin,standard,rejected,high,domestic,USD,medium,V004067,280,next_day,capped,0
5211,construction,2705.46,9,478580.55,thin,standard,rejected,high,domestic,USD,medium,V004067,150,same_day,none,1
7392,professional_services,4096.43,27,9548646.73,moderate,fast,accepted,low,domestic,USD,low,V004068,280,same_day,none,1
7392,professional_services,4096.43,27,9548646.73,moderate,fast,accepted,low,domestic,USD,low,V004068,150,same_day,none,1
5065,industrial,2005.11,6,1660118.73,healthy,standard,accepted,medium,domestic,USD,medium,V004069,280,next_day,capped,1
5065,industrial,2005.11,6,1660118.73,healthy,standard,accepted,medium,domestic,USD,medium,V004069,150,next_day,capped,1
4214,freight_logistics,4987.98,7,9193268.12,healthy,standard,accepted,medium,cross_border,GBP,low,V004070,150,next_day,capped,1
4214,freight_logistics,4987.98,7,9193268.12,healthy,standard,accepted,medium,cross_border,GBP,low,V004070,220,next_day,none,1
5172,fuel_energy,1724.78,10,5060083.15,moderate,fast,never_offered,high,domestic,USD,medium,V004071,220,next_day,capped,1
5172,fuel_energy,1724.78,10,5060083.15,moderate,fast,never_offered,high,domestic,USD,medium,V004071,220,next_day,capped,0
4214,freight_logistics,24355.05,20,7735838.31,moderate,fast,rejected,high,domestic,USD,low,V004072,80,same_day,none,1
4214,freight_logistics,24355.05,20,7735838.31,moderate,fast,rejected,high,domestic,USD,low,V004072,220,next_day,none,0
5734,software,1330.54,12,851681.27,thin,standard,never_offered,medium,cross_border,CAD,high,V004073,80,same_day,none,0
5734,software,1330.54,12,851681.27,thin,standard,never_offered,medium,cross_border,CAD,high,V004073,80,next_day,none,1
5211,construction,1987.18,14,7565106.82,thin,standard,accepted,low,domestic,USD,low,V004074,150,next_day,capped,1
5211,construction,1987.18,14,7565106.82,thin,standard,accepted,low,domestic,USD,low,V004074,80,same_day,none,0
5122,pharma,2651.5,17,8632325.27,moderate,immediate,accepted,high,domestic,USD,high,V004075,150,same_day,none,1
5122,pharma,2651.5,17,8632325.27,moderate,immediate,accepted,high,domestic,USD,high,V004075,280,same_day,none,1
5211,construction,7218.7,21,30328008.79,moderate,fast,never_offered,high,cross_border,GBP,medium,V004076,150,same_day,capped,1
5211,construction,7218.7,21,30328008.79,moderate,fast,never_offered,high,cross_border,GBP,medium,V004076,220,next_day,capped,0
4214,freight_logistics,2556.14,22,1478816.56,moderate,immediate,accepted,low,domestic,USD,low,V004077,150,same_day,none,0
4214,freight_logistics,2556.14,22,1478816.56,moderate,immediate,accepted,low,domestic,USD,low,V004077,280,next_day,capped,0
7399,professional_services,2678.47,30,1637493.71,moderate,immediate,never_offered,low,cross_border,GBP,medium,V004078,80,next_day,capped,0
7399,professional_services,2678.47,30,1637493.71,moderate,immediate,never_offered,low,cross_border,GBP,medium,V004078,280,same_day,none,1
5169,chemicals,1138.74,2,99719.98,moderate,standard,rejected,low,domestic,USD,low,V004079,150,next_day,capped,0
5169,chemicals,1138.74,2,99719.98,moderate,standard,rejected,low,domestic,USD,low,V004079,220,same_day,capped,0
5199,industrial,1169.73,6,817531.69,thin,fast,rejected,high,domestic,USD,low,V004080,80,next_day,capped,0
5199,industrial,1169.73,6,817531.69,thin,fast,rejected,high,domestic,USD,low,V004080,150,next_day,none,1
7392,professional_services,2230.57,5,2263493.47,moderate,fast,accepted,low,domestic,USD,high,V004081,220,same_day,none,1
7392,professional_services,2230.57,5,2263493.47,moderate,fast,accepted,low,domestic,USD,high,V004081,220,same_day,capped,1
7372,it_services,8286.95,12,13606547.02,healthy,immediate,accepted,medium,cross_border,EUR,medium,V004082,220,next_day,capped,0
7372,it_services,8286.95,12,13606547.02,healthy,immediate,accepted,medium,cross_border,EUR,medium,V004082,220,same_day,none,1
5199,industrial,118.18,9,256435.89,moderate,standard,accepted,medium,domestic,USD,medium,V004083,220,same_day,capped,1
5199,industrial,118.18,9,256435.89,moderate,standard,accepted,medium,domestic,USD,medium,V004083,220,same_day,capped,1
7372,it_services,59024.41,9,147876543.18,healthy,standard,accepted,low,cross_border,EUR,medium,V004084,280,same_day,capped,1
7372,it_services,59024.41,9,147876543.18,healthy,standard,accepted,low,cross_border,EUR,medium,V004084,150,same_day,capped,1
5211,construction,7728.59,45,54331864.58,thin,standard,accepted,medium,domestic,USD,low,V004085,150,next_day,none,1
5211,construction,7728.59,45,54331864.58,thin,standard,accepted,medium,domestic,USD,low,V004085,280,same_day,capped,0
5137,office_supplies,326.77,19,1123052.1,thin,fast,rejected,medium,domestic,USD,high,V004086,150,next_day,capped,1
5137,office_supplies,326.77,19,1123052.1,thin,fast,rejected,medium,domestic,USD,high,V004086,150,same_day,none,1
5734,software,1079.05,5,160379.96,thin,immediate,never_offered,high,domestic,USD,low,V004087,150,same_day,none,1
5734,software,1079.05,5,160379.96,thin,immediate,never_offered,high,domestic,USD,low,V004087,220,same_day,capped,1
5111,office_supplies,208.84,3,143885.9,healthy,standard,never_offered,medium,domestic,USD,high,V004088,150,next_day,capped,1
5111,office_supplies,208.84,3,143885.9,healthy,standard,never_offered,medium,domestic,USD,high,V004088,220,same_day,capped,1
5137,office_supplies,664.39,23,2115760.32,moderate,standard,never_offered,medium,domestic,USD,low,V004089,280,same_day,capped,0
5137,office_supplies,664.39,23,2115760.32,moderate,standard,never_offered,medium,domestic,USD,low,V004089,80,next_day,none,1
5211,construction,848.54,10,669506.25,healthy,fast,rejected,medium,domestic,USD,high,V004090,150,same_day,none,1
5211,construction,848.54,10,669506.25,healthy,fast,rejected,medium,domestic,USD,high,V004090,80,same_day,none,1
5137,office_supplies,4558.57,6,7457403.26,healthy,standard,never_offered,low,domestic,USD,high,V004091,80,next_day,none,1
5137,office_supplies,4558.57,6,7457403.26,healthy,standard,never_offered,low,domestic,USD,high,V004091,80,same_day,none,1
5111,office_supplies,253.52,34,2433392.28,healthy,fast,never_offered,medium,domestic,USD,low,V004092,220,same_day,capped,1
5111,office_supplies,253.52,34,2433392.28,healthy,fast,never_offered,medium,domestic,USD,low,V004092,220,next_day,none,1
7392,professional_services,15365.15,9,19816955.41,thin,immediate,never_offered,high,domestic,USD,medium,V004093,220,next_day,capped,0
7392,professional_services,15365.15,9,19816955.41,thin,immediate,never_offered,high,domestic,USD,medium,V004093,220,same_day,none,1
5111,office_supplies,433.75,10,1263795.77,moderate,standard,never_offered,low,domestic,USD,low,V004094,80,same_day,capped,1
5111,office_supplies,433.75,10,1263795.77,moderate,standard,never_offered,low,domestic,USD,low,V004094,80,same_day,capped,1
5199,industrial,329.42,12,156415.79,moderate,standard,rejected,low,domestic,USD,low,V004095,280,next_day,capped,0
5199,industrial,329.42,12,156415.79,moderate,standard,rejected,low,domestic,USD,low,V004095,150,next_day,capped,0
4214,freight_logistics,5446.27,11,4638940.72,thin,standard,never_offered,medium,domestic,USD,low,V004096,220,next_day,capped,0
4214,freight_logistics,5446.27,11,4638940.72,thin,standard,never_offered,medium,domestic,USD,low,V004096,280,same_day,capped,0
5211,construction,3702.94,19,14559902.72,moderate,fast,accepted,medium,domestic,USD,low,V004097,220,same_day,none,1
5211,construction,3702.94,19,14559902.72,moderate,fast,accepted,medium,domestic,USD,low,V004097,150,next_day,none,1
5199,industrial,3446.55,13,11628313.79,moderate,fast,accepted,high,domestic,USD,medium,V004098,150,same_day,capped,1
5199,industrial,3446.55,13,11628313.79,moderate,fast,accepted,high,domestic,USD,medium,V004098,150,next_day,none,0
5065,industrial,1516.55,20,3765116.62,moderate,immediate,rejected,medium,domestic,USD,medium,V004099,150,same_day,capped,1
5065,industrial,1516.55,20,3765116.62,moderate,immediate,rejected,medium,domestic,USD,medium,V004099,80,next_day,none,1
7392,professional_services,1934.54,6,152768.07,healthy,fast,never_offered,high,domestic,USD,low,V004100,220,next_day,none,0
7392,professional_services,1934.54,6,152768.07,healthy,fast,never_offered,high,domestic,USD,low,V004100,280,same_day,capped,1
5111,office_supplies,553.33,20,207177.24,thin,standard,never_offered,low,cross_border,USD,low,V004101,80,next_day,none,1
5111,office_supplies,553.33,20,207177.24,thin,standard,never_offered,low,cross_border,USD,low,V004101,150,next_day,capped,0
5065,industrial,3297.91,17,6158325.14,moderate,immediate,never_offered,high,domestic,USD,medium,V004102,80,same_day,capped,1
5065,industrial,3297.91,17,6158325.14,moderate,immediate,never_offered,high,domestic,USD,medium,V004102,150,next_day,none,1
4214,freight_logistics,7394.99,8,14329896.94,moderate,standard,never_offered,low,domestic,USD,medium,V004103,280,same_day,none,0
4214,freight_logistics,7394.99,8,14329896.94,moderate,standard,never_offered,low,domestic,USD,medium,V004103,150,next_day,capped,1
7372,it_services,2273.28,15,5241486.91,moderate,fast,accepted,low,cross_border,USD,low,V004104,150,next_day,none,1
7372,it_services,2273.28,15,5241486.91,moderate,fast,accepted,low,cross_border,USD,low,V004104,220,same_day,capped,1
5169,chemicals,3814.76,5,2052716.32,moderate,standard,rejected,medium,domestic,USD,low,V004105,280,same_day,none,0
5169,chemicals,3814.76,5,2052716.32,moderate,standard,rejected,medium,domestic,USD,low,V004105,220,next_day,capped,1
8911,engineering,5733.43,8,3278314.98,thin,fast,accepted,low,cross_border,GBP,high,V004106,220,next_day,capped,1
8911,engineering,5733.43,8,3278314.98,thin,fast,accepted,low,cross_border,GBP,high,V004106,150,same_day,capped,1
7392,professional_services,14918.41,5,8858997.21,moderate,standard,accepted,low,domestic,USD,high,V004107,80,next_day,none,1
7392,professional_services,14918.41,5,8858997.21,moderate,standard,accepted,low,domestic,USD,high,V004107,80,next_day,none,0
5111,office_supplies,259.85,15,432094.47,thin,standard,accepted,medium,cross_border,USD,low,V004108,280,same_day,capped,1
5111,office_supplies,259.85,15,432094.47,thin,standard,accepted,medium,cross_border,USD,low,V004108,220,same_day,capped,0
5065,industrial,147.74,7,167145.04,thin,standard,accepted,low,domestic,USD,high,V004109,150,same_day,capped,1
5065,industrial,147.74,7,167145.04,thin,standard,accepted,low,domestic,USD,high,V004109,280,next_day,none,0
5169,chemicals,11147.04,12,20486380.55,healthy,fast,accepted,low,domestic,USD,medium,V004110,150,next_day,capped,0
5169,chemicals,11147.04,12,20486380.55,healthy,fast,accepted,low,domestic,USD,medium,V004110,220,same_day,capped,1
7392,professional_services,2619.22,4,645377.32,moderate,standard,accepted,low,domestic,USD,medium,V004111,80,same_day,capped,1
7392,professional_services,2619.22,4,645377.32,moderate,standard,accepted,low,domestic,USD,medium,V004111,280,same_day,capped,1
5085,industrial,2302.71,16,10558138.08,moderate,immediate,rejected,low,domestic,USD,low,V004112,220,same_day,none,1
5085,industrial,2302.71,16,10558138.08,moderate,immediate,rejected,low,domestic,USD,low,V004112,150,same_day,none,1
4214,freight_logistics,17051.37,8,17984859.5,healthy,standard,rejected,low,domestic,USD,medium,V004113,80,next_day,none,1
4214,freight_logistics,17051.37,8,17984859.5,healthy,standard,rejected,low,domestic,USD,medium,V004113,80,same_day,capped,0
5111,office_supplies,842.1,12,895421.51,moderate,immediate,accepted,medium,domestic,USD,low,V004114,80,same_day,none,1
5111,office_supplies,842.1,12,895421.51,moderate,immediate,accepted,medium,domestic,USD,low,V004114,150,next_day,none,1
5172,fuel_energy,3221.63,7,465798.83,healthy,standard,accepted,low,domestic,USD,medium,V004115,220,same_day,capped,1
5172,fuel_energy,3221.63,7,465798.83,healthy,standard,accepted,low,domestic,USD,medium,V004115,150,same_day,none,1
8911,engineering,24994.87,6,998015.61,moderate,standard,rejected,medium,domestic,USD,low,V004116,220,same_day,none,1
8911,engineering,24994.87,6,998015.61,moderate,standard,rejected,medium,domestic,USD,low,V004116,150,next_day,none,1
4214,freight_logistics,3938.83,35,9777002.69,moderate,standard,rejected,medium,cross_border,GBP,low,V004117,150,same_day,capped,1
4214,freight_logistics,3938.83,35,9777002.69,moderate,standard,rejected,medium,cross_border,GBP,low,V004117,280,next_day,none,0
4214,freight_logistics,4447.72,20,10434176.59,thin,standard,accepted,medium,domestic,USD,medium,V004118,80,same_day,capped,1
4214,freight_logistics,4447.72,20,10434176.59,thin,standard,accepted,medium,domestic,USD,medium,V004118,280,next_day,capped,1
5085,industrial,4770.32,10,12942939.28,thin,immediate,accepted,medium,domestic,USD,high,V004119,280,next_day,capped,0
5085,industrial,4770.32,10,12942939.28,thin,immediate,accepted,medium,domestic,USD,high,V004119,80,next_day,capped,1
8911,engineering,17745.31,12,58464210.53,moderate,fast,rejected,medium,cross_border,other,medium,V004120,220,next_day,none,0
8911,engineering,17745.31,12,58464210.53,moderate,fast,rejected,medium,cross_border,other,medium,V004120,220,next_day,capped,0
5111,office_supplies,462.87,12,553664.38,healthy,standard,never_offered,medium,cross_border,EUR,low,V004121,280,next_day,capped,1
5111,office_supplies,462.87,12,553664.38,healthy,standard,never_offered,medium,cross_border,EUR,low,V004121,150,next_day,none,1
5122,pharma,7065.34,1,1831270.16,moderate,fast,accepted,medium,domestic,USD,high,V004122,80,next_day,none,1
5122,pharma,7065.34,1,1831270.16,moderate,fast,accepted,medium,domestic,USD,high,V004122,280,same_day,capped,1
5065,industrial,3224.59,14,869603.66,thin,standard,never_offered,high,domestic,USD,low,V004123,80,same_day,none,1
5065,industrial,3224.59,14,869603.66,thin,standard,never_offered,high,domestic,USD,low,V004123,280,next_day,capped,0
7372,it_services,19686.35,14,16303721.76,moderate,immediate,accepted,medium,domestic,USD,low,V004124,220,next_day,none,1
7372,it_services,19686.35,14,16303721.76,moderate,immediate,accepted,medium,domestic,USD,low,V004124,150,next_day,none,1
4214,freight_logistics,4084.64,10,2488242.28,moderate,standard,rejected,low,domestic,USD,low,V004125,80,next_day,none,0
4214,freight_logistics,4084.64,10,2488242.28,moderate,standard,rejected,low,domestic,USD,low,V004125,280,next_day,capped,0
5734,software,719.83,8,1310400.3,moderate,fast,rejected,medium,domestic,USD,medium,V004126,220,same_day,capped,1
5734,software,719.83,8,1310400.3,moderate,fast,rejected,medium,domestic,USD,medium,V004126,80,next_day,none,0
7399,professional_services,2263.81,8,1340554.85,moderate,fast,accepted,medium,cross_border,EUR,low,V004127,80,next_day,none,1
7399,professional_services,2263.81,8,1340554.85,moderate,fast,accepted,medium,cross_border,EUR,low,V004127,80,next_day,none,1
8911,engineering,966.91,28,5371261.23,thin,standard,rejected,high,domestic,USD,low,V004128,280,same_day,none,1
8911,engineering,966.91,28,5371261.23,thin,standard,rejected,high,domestic,USD,low,V004128,280,same_day,capped,0
5734,software,1319.92,15,2575088.43,thin,fast,never_offered,low,cross_border,GBP,low,V004129,280,next_day,capped,0
5734,software,1319.92,15,2575088.43,thin,fast,never_offered,low,cross_border,GBP,low,V004129,280,same_day,none,0
5137,office_supplies,1007.32,10,970229.95,thin,immediate,never_offered,medium,domestic,USD,low,V004130,80,next_day,capped,1
5137,office_supplies,1007.32,10,970229.95,thin,immediate,never_offered,medium,domestic,USD,low,V004130,150,same_day,none,1
5169,chemicals,1490.37,14,1569255.22,moderate,fast,accepted,high,domestic,USD,medium,V004131,220,same_day,capped,1
5169,chemicals,1490.37,14,1569255.22,moderate,fast,accepted,high,domestic,USD,medium,V004131,280,same_day,capped,0
8911,engineering,4900.76,11,11097248.88,moderate,immediate,never_offered,high,domestic,USD,medium,V004132,80,same_day,capped,1
8911,engineering,4900.76,11,11097248.88,moderate,immediate,never_offered,high,domestic,USD,medium,V004132,220,next_day,none,0
