vendor_id,rail,rate_bps,settlement,fee_cap,p_accept,e_ltv
V004564,ach_flat,0,next_day,n/a,0.97,32951.08
V004565,virtual_card,150,next_day,none,0.429,12160.91
V004566,virtual_card,220,same_day,none,0.403,13268.21
V004567,virtual_card,280,same_day,none,0.659,44899.3
V004568,virtual_card,280,same_day,none,0.671,73448.97
V004569,virtual_card,220,next_day,none,0.407,275165.47
V004570,virtual_card,220,same_day,none,0.474,180397.3
V004571,virtual_card,150,next_day,none,0.483,120571.16
V004572,virtual_card,280,same_day,none,0.491,117183.13
V004573,virtual_card,280,same_day,capped,0.595,1085458.12
V004574,ach_flat,0,next_day,n/a,0.97,38907.32
V004575,virtual_card,80,next_day,none,0.463,40624.8
V004576,virtual_card,280,next_day,none,0.664,383428.09
V004577,ach_flat,0,next_day,n/a,0.97,6417.03
V004578,virtual_card,280,same_day,none,0.543,555288.56
V004579,virtual_card,280,same_day,capped,0.776,114222.02
V004580,ach_flat,0,next_day,n/a,0.97,5512.18
V004581,virtual_card,150,same_day,none,0.505,11906.5
V004582,virtual_card,280,same_day,none,0.655,1541119.88
V004583,virtual_card,150,same_day,none,0.525,3649.46
V004584,virtual_card,280,next_day,none,0.466,32478.88
V004585,virtual_card,280,next_day,capped,0.568,133768.7
V004586,virtual_card,280,next_day,capped,0.496,64825.02
V004587,virtual_card,150,same_day,none,0.572,25728.97
V004588,ach_flat,0,next_day,n/a,0.97,37525.07
V004589,virtual_card,150,next_day,none,0.652,410140.38
V004590,virtual_card,280,next_day,none,0.903,1099125.12
V004591,virtual_card,280,same_day,capped,0.945,2661026.75
V004592,virtual_card,150,next_day,none,0.717,142862.77
V004593,virtual_card,220,next_day,none,0.613,115151.36
V004594,virtual_card,280,next_day,capped,0.649,44901.85
V004595,virtual_card,280,next_day,capped,0.845,189437.39
V004596,virtual_card,280,same_day,capped,0.826,247260.78
V004597,virtual_card,280,next_day,capped,0.596,49532.77
V004598,virtual_card,80,next_day,none,0.438,10350.88
V004599,virtual_card,280,same_day,none,0.79,281304.38
V004600,virtual_card,220,next_day,none,0.643,360682.72
V004601,virtual_card,280,same_day,none,0.521,661736.88
V004602,virtual_card,280,same_day,capped,0.543,184158.97
V004603,virtual_card,280,next_day,capped,0.505,5275.38
V004604,virtual_card,280,same_day,capped,0.542,425099.62
V004605,ach_flat,0,next_day,n/a,0.97,69066.24
V004606,virtual_card,280,same_day,none,0.635,358986.56
V004607,virtual_card,280,same_day,capped,0.868,165964.53
V004608,ach_flat,0,next_day,n/a,0.97,5315.6
V004609,virtual_card,280,next_day,capped,0.852,1316217.0
V004610,virtual_card,220,next_day,none,0.551,138148.06
V004611,ach_flat,0,next_day,n/a,0.97,6051.65
V004612,virtual_card,280,same_day,none,0.582,12957.35
V004613,virtual_card,220,same_day,none,0.417,62679.24
V004614,ach_flat,0,next_day,n/a,0.97,26898.22
V004615,virtual_card,280,next_day,none,0.608,13760.89
V004616,virtual_card,80,next_day,none,0.483,126223.58
V004617,virtual_card,280,next_day,none,0.696,1867.75
V004618,virtual_card,80,same_day,none,0.476,46074.31
V004619,virtual_card,280,next_day,capped,0.833,339897.03
V004620,virtual_card,220,next_day,none,0.422,165006.34
V004621,ach_flat,0,next_day,n/a,0.97,543.59
V004622,virtual_card,150,same_day,none,0.456,251211.59
V004623,virtual_card,280,next_day,none,0.684,191488.42
V004624,virtual_card,280,next_day,none,0.674,27264.92
V004625,virtual_card,280,next_day,none,0.697,12764.08
V004626,virtual_card,280,next_day,capped,0.85,103734.8
V004627,virtual_card,80,same_day,none,0.431,20707.98
V004628,virtual_card,280,same_day,none,0.77,45392.61
V004629,virtual_card,150,same_day,none,0.416,95538.74
V004630,virtual_card,80,next_day,none,0.409,115700.73
V004631,virtual_card,280,next_day,capped,0.49,28049.23
V004632,virtual_card,280,same_day,capped,0.771,40416.21
V004633,virtual_card,80,next_day,capped,0.545,968853.94
V004634,virtual_card,220,next_day,capped,0.432,47338.53
V004635,ach_flat,0,next_day,n/a,0.97,29213.25
V004636,virtual_card,280,same_day,none,0.628,1528.06
V004637,ach_flat,0,next_day,n/a,0.97,33083.68
V004638,ach_flat,0,next_day,n/a,0.97,46234.18
V004639,virtual_card,280,same_day,none,0.433,38226.63
V004640,virtual_card,150,next_day,none,0.533,160865.58
V004641,virtual_card,280,same_day,none,0.503,1630295.62
V004642,ach_flat,0,next_day,n/a,0.97,13630.42
V004643,virtual_card,220,next_day,none,0.685,36909.57
V004644,virtual_card,80,next_day,none,0.557,47338.05
V004645,virtual_card,80,next_day,none,0.425,16386.12
V004646,virtual_card,80,same_day,capped,0.61,18829.48
V004647,virtual_card,150,same_day,none,0.47,120214.78
V004648,virtual_card,220,same_day,capped,0.468,145267.59
V004649,virtual_card,220,same_day,none,0.423,168953.62
V004650,virtual_card,150,same_day,none,0.639,348504.91
V004651,virtual_card,220,same_day,none,0.587,132667.55
V004652,virtual_card,150,next_day,none,0.64,20186.41
V004653,virtual_card,280,same_day,capped,0.531,37462.75
V004654,virtual_card,280,same_day,none,0.724,34669.13
V004655,ach_flat,0,next_day,n/a,0.97,18301.97
V004656,virtual_card,220,same_day,none,0.465,9628.69
V004657,virtual_card,280,next_day,none,0.434,18129.47
V004658,virtual_card,150,next_day,capped,0.46,140009.33
V004659,virtual_card,280,same_day,none,0.567,86640.52
V004660,virtual_card,220,same_day,none,0.645,16643.57
V004661,virtual_card,280,next_day,none,0.677,166993.77
V004662,virtual_card,220,next_day,capped,0.618,1554588.12
V004663,virtual_card,150,next_day,none,0.403,96642.7
V004664,virtual_card,280,next_day,capped,0.67,105434.79
V004665,virtual_card,280,same_day,none,0.8,22263.52
V004666,virtual_card,280,same_day,none,0.702,199281.22
V004667,virtual_card,220,same_day,none,0.443,60360.07
V004668,ach_flat,0,next_day,n/a,0.97,31014.58
V004669,virtual_card,280,same_day,none,0.547,76206.32
V004670,virtual_card,280,next_day,none,0.429,2137.11
V004671,virtual_card,280,next_day,capped,0.738,183375.08
V004672,virtual_card,280,next_day,none,0.463,163875.42
V004673,virtual_card,280,next_day,none,0.553,503682.25
V004674,ach_flat,0,next_day,n/a,0.97,3466.44
V004675,virtual_card,280,next_day,none,0.536,298873.62
V004676,virtual_card,280,next_day,capped,0.609,127590.42
V004677,ach_flat,0,next_day,n/a,0.97,36610.67
V004678,virtual_card,280,next_day,capped,0.475,10180.21
V004679,virtual_card,280,same_day,capped,0.677,205741.78
V004680,virtual_card,280,next_day,none,0.777,73622.36
V004681,ach_flat,0,next_day,n/a,0.97,66213.31
V004682,virtual_card,220,same_day,none,0.46,17426.3
V004683,virtual_card,150,same_day,capped,0.821,519012.94
V004684,virtual_card,280,same_day,none,0.786,1401.78
V004685,virtual_card,220,same_day,capped,0.498,44393.26
V004686,virtual_card,280,same_day,none,0.868,41435.58
V004687,virtual_card,280,same_day,capped,0.908,217990.66
V004688,virtual_card,280,same_day,none,0.666,202967.58
V004689,virtual_card,280,next_day,capped,0.599,112488.34
V004690,virtual_card,280,same_day,none,0.689,74958.34
V004691,ach_flat,0,next_day,n/a,0.97,36585.04
V004692,virtual_card,280,same_day,none,0.691,50657.36
V004693,ach_flat,0,next_day,n/a,0.97,1672.87
V004694,virtual_card,150,same_day,capped,0.491,272382.41
V004695,virtual_card,220,same_day,none,0.435,87258.18
V004696,virtual_card,280,next_day,none,0.722,34103.77
V004697,virtual_card,280,same_day,none,0.524,28732.69
V004698,virtual_card,280,same_day,none,0.509,49767.03
V004699,ach_flat,0,next_day,n/a,0.97,33983.54
V004700,virtual_card,280,same_day,none,0.64,52344.89
V004701,virtual_card,280,next_day,none,0.757,201081.55
V004702,ach_flat,0,next_day,n/a,0.97,9451.07
V004703,virtual_card,280,same_day,capped,0.942,36471.64
V004704,virtual_card,280,next_day,capped,0.619,44342.42
V004705,ach_flat,0,next_day,n/a,0.97,14299.54
V004706,ach_flat,0,next_day,n/a,0.97,9562.49
V004707,ach_flat,0,next_day,n/a,0.97,27330.42
V004708,virtual_card,280,same_day,none,0.448,691902.62
V004709,virtual_card,220,next_day,none,0.546,401811.12
V004710,ach_flat,0,next_day,n/a,0.97,2835.52
V004711,virtual_card,280,next_day,capped,0.777,41846.52
V004712,virtual_card,220,same_day,none,0.596,89970.05
V004713,virtual_card,280,next_day,none,0.409,268291.97
V004714,ach_flat,0,next_day,n/a,0.97,35633.14
V004715,virtual_card,150,same_day,capped,0.874,286006.66
V004716,virtual_card,280,same_day,none,0.535,200275.22
V004717,virtual_card,280,next_day,none,0.497,1200792.25
V004718,virtual_card,220,next_day,none,0.65,22398.45
V004719,virtual_card,220,same_day,none,0.615,244914.73
V004720,virtual_card,220,next_day,capped,0.422,836192.12
V004721,virtual_card,280,same_day,none,0.496,682377.81
V004722,virtual_card,220,same_day,capped,0.611,132179.88
V004723,virtual_card,280,same_day,none,0.785,217258.36
V004724,virtual_card,280,next_day,capped,0.868,19609.61
V004725,virtual_card,280,next_day,capped,0.776,70870.18
V004726,virtual_card,280,same_day,none,0.867,193763.97
V004727,virtual_card,280,next_day,capped,0.837,17424.97
V004728,virtual_card,280,next_day,capped,0.755,49074.0
V004729,virtual_card,80,next_day,capped,0.415,43205.16
V004730,virtual_card,80,same_day,capped,0.592,64048.07
V004731,virtual_card,220,next_day,none,0.417,183344.31
V004732,virtual_card,280,next_day,capped,0.828,276293.97
V004733,virtual_card,220,same_day,none,0.507,1353.6
V004734,virtual_card,280,same_day,none,0.74,763991.0
V004735,virtual_card,220,next_day,none,0.614,406065.62
V004736,ach_flat,0,next_day,n/a,0.97,13351.65
V004737,ach_flat,0,next_day,n/a,0.97,14670.64
V004738,ach_flat,0,next_day,n/a,0.97,9645.69
V004739,virtual_card,280,same_day,none,0.53,14130.08
V004740,virtual_card,280,next_day,capped,0.431,76084.17
V004741,virtual_card,280,next_day,capped,0.555,127316.97
V004742,virtual_card,280,same_day,none,0.404,18484.26
V004743,virtual_card,220,next_day,none,0.501,175334.58
V004744,virtual_card,280,same_day,none,0.882,10672.31
V004745,virtual_card,80,next_day,none,0.556,41494.87
V004746,ach_flat,0,next_day,n/a,0.97,24187.34
V004747,virtual_card,80,same_day,none,0.463,51408.67
V004748,virtual_card,80,next_day,none,0.588,40708.3
V004749,virtual_card,150,next_day,none,0.431,23776.71
V004750,ach_flat,0,next_day,n/a,0.97,3472.14
V004751,virtual_card,280,same_day,none,0.751,10483.21
V004752,ach_flat,0,next_day,n/a,0.97,29752.93
V004753,virtual_card,280,same_day,none,0.549,83893.03
V004754,virtual_card,280,same_day,none,0.92,387661.56
V004755,virtual_card,280,same_day,none,0.726,501829.91
V004756,ach_flat,0,next_day,n/a,0.97,52866.88
V004757,virtual_card,220,same_day,none,0.448,33971.47
V004758,virtual_card,280,next_day,capped,0.406,22274.72
V004759,virtual_card,150,next_day,none,0.513,274138.78
V004760,ach_flat,0,next_day,n/a,0.97,102260.64
V004761,virtual_card,280,next_day,capped,0.86,80735.71
V004762,virtual_card,80,next_day,none,0.423,13546.14
V004763,virtual_card,220,same_day,none,0.463,530575.75
V004764,virtual_card,280,same_day,capped,0.887,127078.0
V004765,ach_flat,0,next_day,n/a,0.97,366.08
V004766,virtual_card,220,same_day,capped,0.656,177213.77
V004767,virtual_card,220,same_day,none,0.433,14434.5
V004768,virtual_card,280,next_day,capped,0.728,3336.01
V004769,virtual_card,220,same_day,none,0.412,79376.84
V004770,virtual_card,280,next_day,capped,0.909,9059.11
V004771,virtual_card,80,next_day,none,0.468,26447.5
V004772,ach_flat,0,next_day,n/a,0.97,23545.86
V004773,virtual_card,280,next_day,none,0.735,2839107.5
V004774,virtual_card,280,same_day,none,0.502,45111.21
V004775,virtual_card,280,same_day,none,0.496,1102284.5
V004776,virtual_card,280,same_day,none,0.81,3631.47
V004777,virtual_card,220,next_day,none,0.412,21981.57
V004778,virtual_card,280,same_day,capped,0.783,468930.09
V004779,virtual_card,280,same_day,none,0.904,1585599.75
V004780,virtual_card,150,same_day,none,0.533,31830.34
V004781,ach_flat,0,next_day,n/a,0.97,124582.65
V004782,virtual_card,80,same_day,none,0.419,103317.66
V004783,virtual_card,150,same_day,none,0.437,35360.68
V004784,virtual_card,280,same_day,none,0.576,65706.49
V004785,virtual_card,150,same_day,none,0.441,247748.14
V004786,virtual_card,150,next_day,capped,0.411,656787.69
V004787,virtual_card,280,next_day,none,0.505,24655.8
V004788,virtual_card,280,next_day,capped,0.819,7690.39
V004789,virtual_card,280,same_day,none,0.9,21085.64
V004790,virtual_card,220,same_day,none,0.514,85182.81
V004791,ach_flat,0,next_day,n/a,0.97,30451.87
V004792,virtual_card,280,same_day,none,0.675,258390.58
V004793,virtual_card,280,same_day,none,0.524,213610.88
V004794,virtual_card,80,same_day,none,0.548,21052.25
V004795,virtual_card,150,next_day,capped,0.549,40557.06
V004796,virtual_card,150,next_day,none,0.459,191206.62
V004797,ach_flat,0,next_day,n/a,0.97,35168.95
V004798,virtual_card,280,same_day,none,0.858,62973.3
V004799,virtual_card,280,same_day,none,0.621,32458.56
V004800,ach_flat,0,next_day,n/a,0.97,50640.92
V004801,virtual_card,280,next_day,none,0.472,88585.61
V004802,virtual_card,220,next_day,capped,0.47,19289.19
V004803,virtual_card,280,same_day,none,0.743,142275.84
V004804,virtual_card,280,same_day,none,0.546,251303.78
V004805,virtual_card,280,next_day,none,0.645,307834.06
V004806,virtual_card,220,same_day,none,0.494,41121.48
V004807,ach_flat,0,next_day,n/a,0.97,4470.21
V004808,virtual_card,280,next_day,none,0.442,6045.83
V004809,virtual_card,280,next_day,capped,0.532,163415.34
V004810,virtual_card,220,same_day,none,0.469,153622.95
V004811,ach_flat,0,next_day,n/a,0.97,3435.75
V004812,virtual_card,280,same_day,none,0.596,576350.88
V004813,virtual_card,280,same_day,none,0.893,1606064.12
V004814,virtual_card,80,same_day,none,0.407,30183.64
V004815,virtual_card,220,next_day,capped,0.555,2026478.75
V004816,ach_flat,0,next_day,n/a,0.97,30459.99
V004817,ach_flat,0,next_day,n/a,0.97,23312.42
V004818,virtual_card,280,next_day,none,0.683,199175.91
V004819,virtual_card,280,next_day,capped,0.498,16778.84
V004820,virtual_card,280,same_day,capped,0.847,24590.26
V004821,virtual_card,280,same_day,none,0.815,67754.57
V004822,virtual_card,80,next_day,capped,0.481,70826.47
V004823,virtual_card,220,next_day,none,0.457,21708.21
V004824,virtual_card,280,same_day,none,0.852,120020.8
V004825,virtual_card,280,same_day,none,0.725,16361.48
V004826,ach_flat,0,next_day,n/a,0.97,33241.35
V004827,ach_flat,0,next_day,n/a,0.97,4668.34
V004828,virtual_card,150,next_day,none,0.642,326313.81
V004829,virtual_card,280,next_day,capped,0.917,949116.0
V004830,ach_flat,0,next_day,n/a,0.97,13097.29
V004831,virtual_card,150,next_day,none,0.431,40766.62
V004832,virtual_card,220,same_day,none,0.437,59706.11
V004833,virtual_card,280,next_day,capped,0.705,35492.89
V004834,virtual_card,280,same_day,none,0.828,947814.31
V004835,ach_flat,0,next_day,n/a,0.97,115352.09
V004836,virtual_card,150,same_day,none,0.493,57285.04
V004837,virtual_card,280,next_day,none,0.527,21468.48
V004838,ach_flat,0,next_day,n/a,0.97,23985.67
V004839,virtual_card,280,same_day,none,0.666,717553.06
V004840,virtual_card,280,next_day,none,0.486,388036.56
V004841,virtual_card,220,same_day,none,0.448,217451.97
V004842,virtual_card,280,next_day,capped,0.628,55526.17
V004843,virtual_card,80,next_day,none,0.409,19977.35
V004844,ach_flat,0,next_day,n/a,0.97,-97.79
V004845,virtual_card,280,next_day,capped,0.83,636613.0
V004846,virtual_card,280,next_day,none,0.408,1441.06
V004847,ach_flat,0,next_day,n/a,0.97,42532.44
V004848,virtual_card,280,next_day,none,0.666,42036.0
V004849,virtual_card,280,next_day,none,0.711,345303.25
V004850,virtual_card,80,next_day,capped,0.47,18605.09
V004851,virtual_card,280,same_day,none,0.51,51041.61
V004852,virtual_card,280,same_day,none,0.764,111686.73
V004853,virtual_card,280,next_day,none,0.531,310116.03
V004854,virtual_card,80,next_day,capped,0.587,1150030.5
V004855,ach_flat,0,next_day,n/a,0.97,188087.54
V004856,virtual_card,150,same_day,none,0.461,226756.12
V004857,virtual_card,280,same_day,none,0.612,32737.2
V004858,virtual_card,220,next_day,none,0.556,451722.03
V004859,virtual_card,80,next_day,none,0.435,45093.46
V004860,virtual_card,280,same_day,none,0.581,10637.7
V004861,virtual_card,220,next_day,none,0.482,120797.41
V004862,ach_flat,0,next_day,n/a,0.97,21909.55
V004863,virtual_card,280,same_day,none,0.63,323194.0
V004864,virtual_card,280,next_day,none,0.563,8418.23
V004865,virtual_card,280,next_day,none,0.776,74117.82
V004866,virtual_card,280,next_day,none,0.674,21722.62
V004867,virtual_card,220,same_day,none,0.734,15165.49
V004868,virtual_card,150,next_day,none,0.403,172945.72
V004869,virtual_card,80,next_day,capped,0.955,1070246.88
V004870,virtual_card,280,same_day,none,0.596,110548.91
V004871,ach_flat,0,next_day,n/a,0.97,33242.44
V004872,virtual_card,280,same_day,capped,0.848,876101.12
V004873,virtual_card,280,next_day,none,0.851,247424.0
V004874,virtual_card,280,same_day,none,0.525,139832.09
V004875,virtual_card,280,next_day,none,0.597,117460.9
V004876,virtual_card,280,next_day,capped,0.522,391662.59
V004877,virtual_card,280,same_day,none,0.864,3918550.5
V004878,virtual_card,150,same_day,none,0.486,16987.65
V004879,virtual_card,150,same_day,capped,0.461,14237.8
V004880,ach_flat,0,next_day,n/a,0.97,59346.85
V004881,virtual_card,280,next_day,none,0.765,26362.51
V004882,ach_flat,0,next_day,n/a,0.97,35734.82
V004883,virtual_card,80,next_day,none,0.452,44901.32
V004884,virtual_card,220,same_day,none,0.625,24290.56
V004885,virtual_card,280,next_day,capped,0.649,246637.97
V004886,virtual_card,80,next_day,none,0.491,9644.03
V004887,virtual_card,220,next_day,capped,0.614,9039.97
V004888,virtual_card,280,same_day,capped,0.726,541630.19
V004889,virtual_card,80,next_day,none,0.436,109541.03
V004890,ach_flat,0,next_day,n/a,0.97,37213.16
V004891,virtual_card,280,same_day,none,0.436,101998.09
V004892,virtual_card,280,same_day,none,0.416,119343.52
V004893,virtual_card,280,next_day,capped,0.897,60971.59
V004894,virtual_card,80,next_day,none,0.533,30170.99
V004895,virtual_card,150,next_day,none,0.659,504598.25
V004896,virtual_card,280,next_day,none,0.885,11072.98
V004897,virtual_card,80,next_day,none,0.418,31631.41
V004898,ach_flat,0,next_day,n/a,0.97,15766.49
V004899,ach_flat,0,next_day,n/a,0.97,13005.29
V004900,virtual_card,220,same_day,none,0.405,46034.46
V004901,ach_flat,0,next_day,n/a,0.97,12303.1
V004902,virtual_card,280,same_day,none,0.513,171163.38
V004903,virtual_card,280,same_day,none,0.829,53970.82
V004904,virtual_card,150,same_day,none,0.424,358815.41
V004905,virtual_card,280,next_day,capped,0.863,147609.14
V004906,virtual_card,280,next_day,none,0.543,19616.65
V004907,virtual_card,150,same_day,none,0.482,3388.96
V004908,virtual_card,220,same_day,capped,0.538,509489.28
V004909,ach_flat,0,next_day,n/a,0.97,822.89
V004910,virtual_card,280,same_day,none,0.429,621456.75
V004911,virtual_card,280,next_day,capped,0.891,1601867.25
V004912,virtual_card,280,next_day,capped,0.67,70398.05
V004913,virtual_card,220,same_day,none,0.53,191681.19
V004914,virtual_card,80,same_day,none,0.429,34736.39
V004915,virtual_card,280,same_day,none,0.658,143287.02
V004916,ach_flat,0,next_day,n/a,0.97,27169.03
V004917,virtual_card,280,next_day,capped,0.876,203238.28
V004918,ach_flat,0,next_day,n/a,0.97,60755.3
V004919,virtual_card,150,same_day,capped,0.505,53806.2
V004920,virtual_card,280,same_day,none,0.616,543100.44
V004921,virtual_card,280,same_day,capped,0.781,990204.81
V004922,virtual_card,220,same_day,none,0.612,15706.6
V004923,virtual_card,280,next_day,capped,0.804,484544.19
V004924,virtual_card,280,same_day,none,0.694,46537.39
V004925,ach_flat,0,next_day,n/a,0.97,28271.57
V004926,virtual_card,280,same_day,capped,0.868,334092.78
V004927,virtual_card,280,same_day,none,0.643,16348.6
V004928,virtual_card,280,same_day,none,0.583,51504.18
V004929,virtual_card,150,next_day,capped,0.415,228724.27
V004930,virtual_card,280,same_day,none,0.507,7459.87
V004931,virtual_card,280,same_day,capped,0.632,32519.51
V004932,virtual_card,280,next_day,none,0.735,93997.08
V004933,virtual_card,80,same_day,capped,0.604,396559.94
V004934,virtual_card,280,same_day,none,0.681,122566.19
V004935,virtual_card,280,same_day,none,0.475,16652.44
V004936,virtual_card,220,same_day,none,0.647,8515.87
V004937,virtual_card,280,same_day,none,0.401,102196.27
V004938,virtual_card,80,next_day,none,0.448,2524.75
V004939,virtual_card,280,same_day,none,0.66,106536.12
V004940,virtual_card,280,next_day,none,0.723,324598.12
V004941,virtual_card,280,same_day,none,0.416,12889.65
V004942,ach_flat,0,next_day,n/a,0.97,55556.19
V004943,virtual_card,280,same_day,capped,0.727,98322.42
V004944,ach_flat,0,next_day,n/a,0.97,57698.17
V004945,virtual_card,280,same_day,none,0.55,374033.19
V004946,ach_flat,0,next_day,n/a,0.97,16600.63
V004947,ach_flat,0,next_day,n/a,0.97,76006.82
V004948,ach_flat,0,next_day,n/a,0.97,42722.85
V004949,ach_flat,0,next_day,n/a,0.97,25716.2
V004950,virtual_card,280,next_day,none,0.901,601503.0
V004951,virtual_card,280,same_day,none,0.456,2270.9
V004952,virtual_card,280,next_day,capped,0.572,89495.62
V004953,virtual_card,280,same_day,capped,0.898,145552.0
V004954,virtual_card,80,next_day,none,0.633,125771.59
V004955,virtual_card,80,same_day,none,0.416,26150.98
V004956,virtual_card,220,same_day,none,0.571,30818.81
V004957,virtual_card,150,next_day,none,0.423,128241.16
V004958,virtual_card,220,same_day,none,0.666,87864.97
V004959,virtual_card,280,same_day,none,0.569,332385.06
V004960,virtual_card,280,same_day,none,0.672,1591253.88
V004961,virtual_card,150,next_day,none,0.493,9022.69
V004962,ach_flat,0,next_day,n/a,0.97,3364.14
V004963,virtual_card,280,same_day,none,0.683,121741.19
V004964,virtual_card,280,next_day,none,0.428,97208.18
V004965,virtual_card,280,next_day,capped,0.833,74411.65
V004966,virtual_card,150,next_day,none,0.432,33750.09
V004967,virtual_card,280,next_day,capped,0.73,266647.81
V004968,virtual_card,280,next_day,none,0.753,85323.15
V004969,virtual_card,150,same_day,none,0.518,5818.5
V004970,virtual_card,220,same_day,none,0.436,29233.23
V004971,virtual_card,280,same_day,none,0.894,18929.74
V004972,ach_flat,0,next_day,n/a,0.97,2809.99
V004973,virtual_card,220,same_day,none,0.521,109526.37
V004974,virtual_card,80,next_day,none,0.546,11182.93
V004975,virtual_card,280,same_day,none,0.685,2475150.25
V004976,virtual_card,220,same_day,none,0.572,78476.44
V004977,virtual_card,280,same_day,none,0.691,43481.92
V004978,virtual_card,280,next_day,capped,0.633,76027.38
V004979,ach_flat,0,next_day,n/a,0.97,13519.66
V004980,virtual_card,80,next_day,none,0.509,35072.24
V004981,virtual_card,220,same_day,none,0.623,133532.0
V004982,virtual_card,280,same_day,none,0.533,64801.03
V004983,virtual_card,280,same_day,none,0.414,28966.69
V004984,virtual_card,280,same_day,none,0.551,4222.62
V004985,virtual_card,150,same_day,none,0.583,343657.66
V004986,virtual_card,280,same_day,none,0.635,286864.75
V004987,virtual_card,280,next_day,none,0.477,62675.55
V004988,virtual_card,280,next_day,capped,0.892,520149.91
V004989,ach_flat,0,next_day,n/a,0.97,12288.32
V004990,virtual_card,280,same_day,none,0.582,24217.94
V004991,virtual_card,280,same_day,none,0.498,139906.34
V004992,ach_flat,0,next_day,n/a,0.97,5721.21
V004993,ach_flat,0,next_day,n/a,0.97,8356.84
V004994,virtual_card,280,same_day,capped,0.737,960984.81
V004995,virtual_card,280,same_day,none,0.768,64977.14
V004996,virtual_card,280,next_day,none,0.67,1198756.38
V004997,virtual_card,150,next_day,none,0.736,618897.31
V004998,ach_flat,0,next_day,n/a,0.97,25318.95
V004999,virtual_card,280,next_day,none,0.403,53537.04
V005000,ach_flat,0,next_day,n/a,0.97,1900.8
V005001,ach_flat,0,next_day,n/a,0.97,55108.08
V005002,virtual_card,280,same_day,none,0.473,36895.58
V005003,virtual_card,150,same_day,none,0.404,23489.35
V005004,virtual_card,280,next_day,capped,0.867,588851.69
V005005,ach_flat,0,next_day,n/a,0.97,24537.22
V005006,virtual_card,220,same_day,capped,0.777,699629.44
V005007,virtual_card,220,same_day,capped,0.539,894404.19
V005008,ach_flat,0,next_day,n/a,0.97,2618.62
V005009,ach_flat,0,next_day,n/a,0.97,648.11
V005010,ach_flat,0,next_day,n/a,0.97,34117.16
V005011,virtual_card,150,next_day,none,0.594,27352.32
V005012,ach_flat,0,next_day,n/a,0.97,25113.0
V005013,virtual_card,220,next_day,capped,0.432,55765.61
V005014,virtual_card,80,same_day,capped,0.513,79452.75
V005015,virtual_card,80,same_day,capped,0.593,25435.49
V005016,virtual_card,220,same_day,none,0.593,691480.88
V005017,virtual_card,280,next_day,none,0.546,328350.09
V005018,virtual_card,80,same_day,none,0.417,449457.56
V005019,ach_flat,0,next_day,n/a,0.97,141564.94
V005020,ach_flat,0,next_day,n/a,0.97,40065.7
V005021,virtual_card,280,next_day,none,0.661,127037.65
V005022,virtual_card,150,next_day,capped,0.563,568874.69
V005023,virtual_card,280,same_day,none,0.541,858880.62
V005024,virtual_card,220,next_day,none,0.449,309047.16
V005025,virtual_card,220,same_day,none,0.502,7781.23
V005026,ach_flat,0,next_day,n/a,0.97,19256.15
V005027,virtual_card,280,next_day,capped,0.634,44568.64
V005028,virtual_card,150,next_day,capped,0.43,211816.48
V005029,virtual_card,280,same_day,capped,0.796,352276.44
V005030,virtual_card,280,same_day,none,0.778,15189.19
V005031,virtual_card,150,next_day,none,0.497,19289.99
V005032,virtual_card,80,next_day,none,0.618,105154.62
V005033,virtual_card,220,same_day,none,0.579,3505.51
V005034,virtual_card,280,same_day,none,0.494,13727.19
V005035,virtual_card,280,same_day,none,0.408,125292.45
V005036,virtual_card,220,same_day,capped,0.492,82101.42
V005037,virtual_card,280,same_day,none,0.559,1103972.5
V005038,virtual_card,280,next_day,none,0.542,17685.49
V005039,virtual_card,150,same_day,none,0.51,98919.17
V005040,virtual_card,280,same_day,none,0.619,214814.95
V005041,ach_flat,0,next_day,n/a,0.97,14617.17
V005042,virtual_card,280,same_day,none,0.585,10934.73
V005043,virtual_card,220,same_day,none,0.489,158134.3
V005044,virtual_card,280,same_day,capped,0.689,31230.58
V005045,virtual_card,80,next_day,capped,0.406,44491.96
V005046,virtual_card,280,next_day,capped,0.768,1439.99
V005047,virtual_card,150,next_day,capped,0.423,31439.68
V005048,ach_flat,0,next_day,n/a,0.97,129007.92
V005049,virtual_card,80,next_day,none,0.555,534538.94
V005050,virtual_card,280,same_day,none,0.822,4447882.0
V005051,virtual_card,220,next_day,none,0.443,12040.96
V005052,virtual_card,80,next_day,none,0.405,40243.83
V005053,virtual_card,220,next_day,capped,0.504,51444.25
V005054,virtual_card,280,next_day,capped,0.652,52850.55
V005055,ach_flat,0,next_day,n/a,0.97,59465.64
V005056,virtual_card,80,next_day,none,0.463,66451.7
V005057,virtual_card,220,same_day,none,0.523,58613.77
V005058,virtual_card,150,next_day,none,0.588,43002.92
V005059,virtual_card,280,next_day,capped,0.582,578746.38
V005060,virtual_card,280,same_day,none,0.866,230697.58
V005061,virtual_card,150,same_day,none,0.454,134851.83
V005062,virtual_card,80,next_day,none,0.496,267610.0
V005063,ach_flat,0,next_day,n/a,0.97,15650.89
V005064,virtual_card,280,same_day,none,0.586,38278.43
V005065,virtual_card,280,next_day,capped,0.561,119011.22
V005066,virtual_card,220,same_day,none,0.413,17597.02
V005067,virtual_card,280,same_day,none,0.418,21902.97
V005068,ach_flat,0,next_day,n/a,0.97,140722.81
