mcc,avg_ticket,max_ticket,monthly_txn_count,annual_spend,tenure_months,is_new_to_platform,current_payment_method,card_acceptance_history,past_data_quality_score,days_sales_outstanding,strategic_vendor,risk_level,metadata_strategy
5199,846.14,5756.05,16,162458.88,0,True,ach,never_offered,0.338,36,False,medium,send_full
5172,1766.1,8389.83,16,339091.2,2,True,check,never_offered,0.596,46,False,medium,send_partial
7399,1423.42,8464.22,23,392863.92,158,False,card,rejected,0.735,39,False,low,send_minimal
5211,5606.27,20840.23,9,605477.16,158,False,card,accepted,0.569,23,True,low,send_minimal
7392,5104.51,21748.01,3,183762.36,114,False,check,rejected,0.611,46,False,low,send_minimal
5211,1975.31,11784.6,5,118518.6,68,False,check,accepted,1.0,32,True,low,send_partial
5169,3667.64,11527.9,7,308081.76,2,True,ach,never_offered,0.311,47,False,high,send_minimal
5734,3111.85,20189.6,18,672159.6,83,False,ach,accepted,0.895,43,True,medium,send_minimal
5734,2618.36,7665.11,14,439884.48,141,False,check,rejected,0.41,64,True,low,send_minimal
7372,5855.06,41334.32,14,983650.08,166,False,ach,accepted,0.802,30,True,low,send_minimal
5111,719.67,2643.27,5,43180.2,108,False,ach,rejected,0.944,50,False,low,send_minimal
5734,8714.88,18470.09,14,1464099.84,157,False,ach,rejected,0.644,34,True,low,send_minimal
5137,480.07,1981.36,15,86412.6,174,False,ach,accepted,0.162,62,False,low,send_minimal
7392,12434.13,44004.2,5,746047.8,3,True,ach,accepted,0.565,42,False,medium,send_minimal
7392,510.2,3285.58,14,85713.6,5,True,check,never_offered,0.275,34,False,medium,send_partial
5734,1598.11,7786.75,4,76709.28,0,True,check,never_offered,0.836,61,False,low,send_partial
8911,102225.06,715042.75,2,2453401.44,54,False,check,rejected,,65,True,low,send_minimal
5211,13674.98,42273.02,7,1148698.32,151,False,check,accepted,0.63,36,True,low,send_minimal
5065,1063.22,4558.6,36,459311.04,1,True,check,never_offered,0.392,51,False,medium,send_partial
5734,11169.88,56990.59,37,4959426.72,106,False,card,rejected,,50,False,medium,send_minimal
7392,1354.65,7120.86,9,146302.2,4,True,check,rejected,,42,False,high,send_minimal
5085,615.85,3913.99,16,118243.2,2,True,ach,never_offered,0.0,51,False,low,send_minimal
5085,1557.3,3765.27,17,317689.2,53,False,check,rejected,0.71,60,False,medium,send_minimal
5137,111.24,650.45,22,29367.36,149,False,card,rejected,0.515,57,False,low,send_minimal
7399,6310.84,41528.67,5,378650.4,156,False,check,rejected,0.546,45,False,low,send_minimal
5199,1065.09,4370.35,7,89467.56,96,False,ach,accepted,0.743,26,False,medium,send_minimal
8911,1459.34,5499.49,6,105072.48,53,False,card,rejected,0.924,46,False,high,send_minimal
4214,24699.03,118727.47,12,3556660.32,3,True,ach,accepted,0.718,41,False,medium,send_minimal
5211,3943.16,28278.73,1,47317.92,3,True,ach,never_offered,0.727,51,False,low,send_full
7372,20135.98,127720.39,16,3866108.16,33,False,card,accepted,0.792,44,True,high,send_minimal
5137,496.56,3251.53,3,17876.16,0,True,card,rejected,0.442,45,False,low,send_full
5085,785.33,1278.36,9,84815.64,2,True,card,never_offered,0.322,57,False,low,send_minimal
5169,332.97,1403.47,2,7991.28,1,True,card,never_offered,0.273,60,False,low,send_full
5211,288.42,975.29,5,17305.2,93,False,ach,rejected,0.806,56,False,low,send_partial
5111,253.77,678.63,5,15226.2,78,False,check,rejected,0.548,47,False,low,send_partial
5122,2556.43,17523.9,6,184062.96,5,True,ach,rejected,0.328,59,False,low,send_full
5065,698.59,1427.9,27,226343.16,0,True,card,never_offered,1.0,38,False,low,send_minimal
7392,11997.66,84204.39,33,4751073.36,68,False,ach,accepted,0.183,52,False,medium,send_minimal
4214,6309.93,10275.51,9,681472.44,40,False,ach,rejected,0.707,62,False,low,send_minimal
7399,2907.4,22380.37,21,732664.8,70,False,card,rejected,0.359,61,True,medium,send_minimal
5169,1126.68,4261.15,5,67600.8,79,False,card,accepted,0.751,49,False,low,send_minimal
5211,969.35,7039.07,18,209379.6,87,False,ach,accepted,0.478,63,True,medium,send_minimal
8911,3078.83,16538.05,9,332513.64,0,True,check,rejected,0.671,37,False,low,send_minimal
5211,2885.16,8346.35,3,103865.76,102,False,check,rejected,,60,False,low,send_minimal
5137,121.36,196.42,25,36408.0,48,False,ach,rejected,1.0,49,False,low,send_partial
5169,984.5,5959.46,7,82698.0,104,False,ach,rejected,0.614,48,False,low,send_minimal
7372,2182.46,8031.86,16,419032.32,4,True,ach,never_offered,0.796,46,False,low,send_minimal
5172,1827.66,9612.56,21,460570.32,164,False,card,accepted,0.754,42,True,medium,send_minimal
7399,2883.11,19606.06,36,1245503.52,176,False,card,accepted,,42,False,low,send_minimal
7399,1382.1,10606.12,17,281948.4,119,False,ach,accepted,0.496,47,False,medium,send_minimal
5065,2403.72,18496.96,4,115378.56,109,False,card,accepted,0.0,36,False,low,send_minimal
7372,8725.46,66010.74,12,1256466.24,158,False,check,rejected,0.932,57,True,medium,send_minimal
5169,2095.27,13608.75,26,195461043.11457917,5,True,check,rejected,0.533,45,False,low,send_minimal
5199,1345.98,5858.3,4,64607.04,5,True,card,accepted,0.942,17,False,low,send_minimal
5122,5424.62,22649.92,29,1887767.76,121,False,ach,accepted,0.478,23,False,medium,send_minimal
5169,7634.93,31111.16,6,549714.96,59,False,check,rejected,0.735,64,False,low,send_minimal
5137,174.67,352.61,9,18864.36,162,False,ach,rejected,0.415,47,False,low,send_minimal
5065,567.29,2362.44,37,251876.76,7,False,check,rejected,0.576,81,False,low,send_partial
7392,25336.78,182126.06,1,304041.36,84,False,card,rejected,0.515,38,True,low,send_minimal
5111,136.26,469.63,19,31067.28,5,True,ach,never_offered,0.416,44,False,medium,send_partial
5169,11102.41,31606.44,35,4663012.2,68,False,ach,rejected,0.346,49,False,low,send_minimal
5111,188.43,1035.43,6,13566.96,4,True,ach,never_offered,0.597,35,False,low,send_minimal
5111,544.61,2088.14,9,58817.88,110,False,check,rejected,0.571,45,False,low,send_minimal
5169,249.98,410.1,1,2999.76,2,True,ach,rejected,0.455,51,False,low,send_minimal
4214,18726.43,29949.83,20,4494343.2,87,False,card,accepted,0.93,54,False,low,send_minimal
8911,4832.12,38482.67,35,2029490.4,94,False,ach,accepted,0.44,16,True,medium,send_minimal
5169,632.74,1096.75,13,98707.44,2,True,card,never_offered,0.651,59,False,low,send_full
5199,671.15,1139.66,8,64430.4,21,False,ach,rejected,0.272,47,False,low,send_full
8911,5304.74,14430.97,10,636568.8,128,False,card,accepted,0.583,67,True,low,send_minimal
5122,820.31,6495.19,8,78749.76,3,True,ach,accepted,0.734,48,False,low,send_minimal
8911,14003.46,96623.54,38,6385577.76,9,False,ach,accepted,0.895,45,False,low,send_minimal
5085,5289.66,32110.09,6,380855.52,32,False,ach,rejected,0.428,69,False,medium,send_minimal
5122,366.95,2641.06,14,61647.6,134,False,ach,rejected,0.667,64,False,low,send_minimal
5169,464.75,3622.67,5,27885.0,4,True,ach,never_offered,,36,False,medium,send_minimal
5065,270.25,1987.46,18,58374.0,5,True,card,never_offered,0.652,36,False,low,send_minimal
7399,508.83,775.3,12,73271.52,75,False,ach,accepted,,54,False,low,send_minimal
7399,11383.23,41537.84,8,1092790.08,2,True,card,never_offered,0.73,10,False,medium,send_minimal
5169,707.0,4239.92,8,67872.0,1,True,check,rejected,,54,False,low,send_full
7399,687.41,4769.26,12,98987.04,171,False,check,rejected,0.145,46,False,low,send_minimal
7392,6608.97,28168.04,8,634461.12,100,False,card,rejected,0.91,40,False,low,send_minimal
7399,1803.78,13781.55,5,108226.8,17,False,ach,rejected,0.451,39,False,high,send_partial
7399,6946.62,34761.19,6,30349513.850977473,61,False,card,accepted,,39,True,low,send_minimal
5211,1624.35,7392.39,8,155937.6,109,False,check,accepted,0.854,64,False,low,send_minimal
5085,1738.44,12691.82,25,521532.0,30,False,check,rejected,0.684,49,False,low,send_minimal
4214,3701.37,11827.76,19,843912.36,91,False,check,rejected,0.407,49,True,low,send_minimal
5734,5011.39,14530.95,11,661503.48,135,False,ach,rejected,,59,True,low,send_minimal
4214,13496.49,44474.93,14,2267410.32,57,False,card,rejected,0.41,50,True,high,send_minimal
8911,5098.36,16959.29,5,305901.6,30,False,ach,rejected,0.473,68,False,medium,send_minimal
5111,131.88,964.98,19,1496732.8346579755,68,False,ach,accepted,0.603,55,False,medium,send_minimal
5172,19404.19,30365.8,2,465700.56,33,False,card,rejected,0.639,59,False,medium,send_minimal
5111,1882.85,9567.96,4,90376.8,16,False,ach,rejected,0.59,58,False,low,send_partial
5065,607.72,1504.54,12,87511.68,5,True,ach,never_offered,0.515,57,False,low,send_full
8911,25004.01,157811.71,8,2400384.96,50,False,card,accepted,0.817,42,True,low,send_minimal
4214,5268.51,16152.48,25,1580553.0,1,True,ach,never_offered,0.974,60,False,low,send_partial
4214,42357.06,206116.15,14,7115986.08,1,True,ach,never_offered,1.0,63,False,low,send_minimal
4214,943.75,4845.59,20,226500.0,0,True,ach,rejected,0.156,57,False,low,send_minimal
5734,1638.63,9562.82,13,255626.28,1,True,ach,rejected,0.441,69,False,low,send_partial
5199,292.61,544.72,21,73737.72,2,True,ach,rejected,0.551,65,False,medium,send_minimal
8911,19647.39,121312.35,15,3536530.2,99,False,check,rejected,0.714,61,True,low,send_minimal
5211,8804.18,51221.58,24,2535603.84,5,True,check,never_offered,,48,False,medium,send_minimal
5734,1378.64,11021.93,20,330873.6,3,True,card,never_offered,0.057,37,False,low,send_minimal
5122,751.4,5130.18,11,99184.8,84,False,ach,accepted,1.0,35,False,low,send_minimal
7392,20806.9,68016.97,12,2996193.6,135,False,check,rejected,0.698,36,True,medium,send_minimal
7399,133.49,654.64,8,12815.04,171,False,card,accepted,0.772,53,False,low,send_minimal
7372,2001.16,10453.18,18,432250.56,38,False,ach,rejected,0.948,31,False,medium,send_minimal
5199,261.88,831.68,4,12570.24,27,False,check,rejected,0.375,46,False,low,send_full
5111,93.36,575.55,7,7842.24,76,False,check,accepted,,77,False,low,send_minimal
5065,381.97,694.92,9,41252.76,63,False,card,rejected,0.681,49,False,low,send_minimal
5734,234.44,353.61,10,28132.8,65,False,ach,accepted,0.881,16,False,medium,send_minimal
7372,10376.64,63683.45,14,1743275.52,86,False,ach,accepted,0.464,44,False,low,send_minimal
7392,6797.05,37464.42,18,1468162.8,0,True,ach,never_offered,0.507,30,False,low,send_partial
8911,13037.34,45090.92,7,1095136.56,99,False,check,accepted,0.433,45,True,high,send_partial
5199,1452.43,7308.64,21,366012.36,0,True,check,never_offered,1.0,60,False,medium,send_full
7399,4384.39,14619.01,13,683964.84,40,False,ach,accepted,0.418,50,False,low,send_minimal
7372,1024.93,3345.23,36,442769.76,127,False,card,accepted,0.378,50,False,low,send_minimal
5137,437.88,3089.22,5,26272.8,171,False,ach,rejected,0.46,30,False,low,send_minimal
7399,1127.71,2367.07,9,121792.68,46,False,card,accepted,,72,False,medium,send_minimal
5065,361.4,2425.2,23,99746.4,3,True,ach,never_offered,0.907,50,False,low,send_partial
5211,11497.16,63409.47,8,1103727.36,1,True,ach,rejected,0.777,64,False,low,send_partial
8911,5007.56,16796.58,17,1021542.24,72,False,ach,accepted,0.839,52,True,low,send_minimal
5734,850.59,1830.02,21,214348.68,129,False,ach,accepted,0.514,41,False,medium,send_minimal
8911,915.68,6937.21,10,20719560.533265874,2,True,ach,rejected,0.349,62,False,low,send_minimal
5065,4234.71,12276.79,32,1626128.64,51,False,ach,accepted,0.711,55,True,medium,send_minimal
5199,696.09,3648.77,12,100236.96,61,False,check,rejected,0.685,60,False,medium,send_minimal
7392,506.65,774.05,19,115516.2,29,False,card,rejected,0.148,43,False,low,send_minimal
5734,248.79,992.07,20,59709.6,35,False,check,rejected,0.108,44,False,low,send_partial
4214,18878.62,74087.59,10,2265434.4,1,True,ach,never_offered,0.684,47,False,medium,send_partial
5172,8083.01,64267.88,17,1648934.04,36,False,ach,rejected,0.432,48,False,low,send_minimal
7372,280.73,1467.02,11,37056.36,82,False,ach,rejected,0.431,39,False,low,send_minimal
5172,21305.8,138431.47,11,2812365.6,3,True,card,never_offered,0.464,49,False,low,send_minimal
4214,900.65,6609.06,6,64846.8,69,False,card,rejected,0.743,31,False,low,send_minimal
5085,1322.69,10429.02,11,174595.08,122,False,ach,rejected,0.265,61,True,low,send_minimal
5122,2197.44,9198.93,11,290062.08,165,False,card,accepted,,50,False,low,send_minimal
5085,5555.24,31437.45,13,866617.44,155,False,check,accepted,,79,True,low,send_minimal
7372,353.41,2573.06,17,72095.64,65,False,ach,accepted,0.54,38,False,high,send_minimal
5122,3573.17,14086.26,21,900438.84,83,False,ach,accepted,0.182,30,True,low,send_minimal
5137,172.07,284.0,5,10324.2,40,False,card,accepted,0.748,39,False,medium,send_minimal
7399,1402.1,8602.76,4,67300.8,104,False,check,accepted,0.08,45,False,high,send_partial
5169,17943.29,87253.62,14,3014472.72,33,False,card,rejected,0.715,54,False,low,send_minimal
5111,634.99,3926.57,18,137157.84,37,False,ach,accepted,1.0,38,False,low,send_minimal
5065,184.8,286.52,12,26611.2,59,False,ach,accepted,0.322,57,False,medium,send_partial
5122,2009.35,12750.82,3,72336.6,9,False,check,rejected,0.886,57,False,medium,send_full
4214,2951.51,19236.7,4,141672.48,89,False,card,accepted,0.555,34,False,medium,send_minimal
5211,2713.97,5554.96,14,455946.96,177,False,ach,rejected,,57,True,high,send_minimal
8911,11797.82,91230.41,2,13197781.692092305,108,False,check,rejected,0.848,67,True,high,send_minimal
5122,3996.48,8078.51,10,479577.6,17,False,ach,rejected,0.344,30,False,medium,send_minimal
5169,1131.55,4155.83,4,54314.4,3,True,ach,never_offered,0.474,39,False,low,send_partial
5111,254.94,979.41,6,18355.68,72,False,card,accepted,1.0,47,False,high,send_minimal
5169,506.56,3119.41,30,182361.6,5,True,card,rejected,0.576,53,False,medium,send_full
5211,1511.59,6663.58,13,235808.04,33,False,ach,rejected,0.754,47,False,low,send_minimal
7399,1142.85,5573.33,8,109713.6,163,False,check,rejected,0.427,64,False,low,send_minimal
5169,876.63,3061.74,1,10519.56,5,True,ach,never_offered,0.597,73,False,medium,send_full
7392,2835.49,17310.29,15,510388.2,92,False,check,accepted,0.963,45,True,low,send_minimal
5734,2114.76,4826.32,11,279148.32,170,False,check,accepted,0.354,38,False,low,send_minimal
5137,250.84,1578.84,5,15050.4,62,False,ach,rejected,0.267,70,False,low,send_minimal
4214,11318.9,30840.57,41,5568898.8,2,True,ach,rejected,0.911,57,False,medium,send_minimal
5172,13142.05,104257.87,4,630818.4,82,False,card,rejected,0.652,34,False,high,send_partial
5111,199.99,1339.89,13,31198.44,8,False,ach,rejected,1.0,59,False,low,send_full
8911,3052.26,22526.23,16,586033.92,51,False,ach,accepted,0.768,34,True,low,send_minimal
4214,18958.11,37836.76,4,909989.28,4,True,card,never_offered,0.576,33,False,medium,send_partial
5065,412.85,1896.08,23,113946.6,54,False,ach,accepted,0.633,47,False,high,send_minimal
4214,3937.36,22046.12,4,188993.28,25,False,ach,rejected,,43,False,medium,send_minimal
8911,13492.28,70059.31,2,323814.72,44,False,ach,accepted,0.219,33,False,low,send_minimal
7399,244.67,1703.57,6,17616.24,44,False,ach,accepted,0.536,29,False,medium,send_minimal
5122,5215.1,15907.28,2,125162.4,4,True,ach,never_offered,0.847,39,False,low,send_partial
5734,496.06,2874.56,13,77385.36,3,True,ach,never_offered,1.0,56,False,low,send_partial
5211,1675.77,13379.99,6,120655.44,3,True,check,never_offered,0.95,48,False,low,send_full
5734,615.13,2312.72,12,88578.72,167,False,ach,rejected,0.6,48,False,low,send_minimal
5734,949.93,5708.18,2,22798.32,5,True,card,never_offered,0.0,48,False,low,send_minimal
5734,280.92,597.98,11,37081.44,3,True,ach,never_offered,0.69,44,False,low,send_partial
5199,817.98,6322.07,11,107973.36,86,False,check,rejected,0.549,45,True,low,send_minimal
7372,6505.57,47924.58,8,624534.72,41,False,ach,accepted,0.019,56,False,low,send_minimal
5199,3639.99,19735.42,29,1266716.52,0,True,ach,never_offered,0.499,47,False,low,send_partial
5065,2528.38,13961.61,29,879876.24,103,False,card,accepted,0.582,56,True,medium,send_minimal
5065,25480.56,77387.7,30,9173001.6,56,False,ach,accepted,0.97,24,True,medium,send_minimal
8911,4188.3,13292.51,6,301557.6,2,True,check,never_offered,0.435,60,False,medium,send_partial
4214,9418.06,74220.49,4,452066.88,0,True,check,never_offered,0.902,45,False,low,send_minimal
5211,15770.69,74959.29,26,4920455.28,104,False,ach,accepted,0.268,39,True,low,send_minimal
5111,360.82,1772.43,23,99586.32,136,False,check,accepted,0.615,56,False,medium,send_minimal
7392,414.21,2381.28,5,24852.6,129,False,check,accepted,0.691,73,False,low,send_minimal
5111,290.7,1138.47,14,48837.6,173,False,ach,accepted,0.437,28,False,low,send_minimal
5169,1095.63,6273.1,10,131475.6,2,True,ach,never_offered,0.175,63,False,low,send_minimal
5137,977.96,5331.7,10,117355.2,5,True,check,rejected,0.36,63,False,low,send_full
5065,1428.72,4718.91,12,205735.68,4,True,check,never_offered,,73,False,low,send_full
7399,7971.42,14438.05,11,1052227.44,15,False,ach,accepted,0.062,30,False,low,send_partial
5199,845.94,4612.66,10,101512.8,2,True,card,never_offered,1.0,33,False,medium,send_partial
5137,964.77,4720.49,6,69463.44,4,True,check,rejected,,58,False,low,send_minimal
5199,635.79,1046.4,4,30517.92,32,False,check,rejected,0.668,24,False,medium,send_minimal
5065,254.24,1656.29,5,15254.4,106,False,check,rejected,0.213,69,False,low,send_partial
5172,3033.67,13590.58,20,728080.8,5,True,card,never_offered,0.44,37,False,high,send_partial
5199,1907.88,13195.41,8,16404380.517776823,91,False,card,accepted,0.919,37,True,low,send_minimal
5169,3272.48,17011.6,5,196348.8,4,True,card,never_offered,,59,False,low,send_partial
7399,2281.42,17345.88,5,136885.2,3,True,ach,accepted,0.295,36,False,low,send_partial
5122,613.58,4138.32,15,110444.4,58,False,ach,accepted,0.573,31,False,low,send_minimal
5111,752.29,2153.23,9,81247.32,17,False,ach,accepted,0.453,57,False,low,send_minimal
5199,2768.43,20335.93,22,730865.52,2,True,ach,rejected,0.572,45,False,low,send_minimal
4214,9575.73,46752.17,4,459635.04,173,False,check,rejected,0.655,55,False,medium,send_minimal
5169,1353.98,3043.0,8,129982.08,14,False,check,rejected,0.28,45,False,low,send_full
5065,287.47,2114.82,37,127636.68,2,True,card,never_offered,0.011,43,False,medium,send_minimal
8911,6943.82,49712.04,7,583280.88,5,True,ach,accepted,0.361,49,False,high,send_minimal
5172,3726.37,11677.87,4,178865.76,4,True,ach,rejected,0.616,52,False,high,send_minimal
5111,879.86,5947.21,21,221724.72,169,False,ach,rejected,0.779,44,False,low,send_minimal
5734,18421.28,49796.91,30,6631660.8,13,False,ach,accepted,0.326,30,False,low,send_minimal
5137,1834.18,6389.19,20,440203.2,76,False,ach,rejected,0.825,32,True,medium,send_partial
8911,2079.81,14597.75,22,549069.84,1,True,ach,never_offered,0.618,57,False,low,send_partial
5137,770.48,4613.55,6,55474.56,138,False,ach,accepted,0.36,73,False,low,send_minimal
5211,179.96,283.78,25,53988.0,1,True,check,rejected,0.373,23,False,low,send_minimal
5211,537.31,1618.51,30,193431.6,1,True,ach,never_offered,0.287,56,False,high,send_full
5122,665.27,3873.47,5,39916.2,45,False,card,rejected,0.243,35,False,medium,send_partial
5199,386.33,1948.12,25,115899.0,3,True,card,never_offered,0.595,51,False,low,send_minimal
5085,1885.37,5329.95,17,384615.48,47,False,check,accepted,0.808,35,False,medium,send_minimal
5734,2163.26,8629.0,14,363427.68,166,False,card,rejected,1.0,42,False,medium,send_minimal
7392,3839.35,16755.02,6,276433.2,38,False,ach,rejected,0.419,40,False,low,send_minimal
8911,3930.89,24274.76,1,47170.68,63,False,card,accepted,0.356,30,False,low,send_minimal
5137,1427.84,7460.98,19,325547.52,129,False,check,rejected,0.241,65,True,low,send_minimal
5137,861.79,4679.69,13,134439.24,25,False,check,rejected,1.0,45,False,low,send_minimal
5211,830.6,5035.31,2,19934.4,51,False,ach,rejected,0.842,63,False,low,send_minimal
7372,220.04,562.0,11,29045.28,112,False,check,rejected,0.439,49,False,low,send_minimal
8911,6138.03,24768.65,22,1620439.92,162,False,check,accepted,0.518,57,False,medium,send_minimal
5065,2122.85,16835.47,16,407587.2,133,False,ach,accepted,0.347,41,True,low,send_minimal
5122,703.84,2393.53,3,25338.24,56,False,ach,accepted,1.0,30,False,low,send_minimal
5122,1838.61,10475.88,15,330949.8,167,False,check,rejected,0.828,32,False,low,send_minimal
5122,11075.99,21833.38,1,132911.88,0,True,check,never_offered,0.87,28,False,low,send_partial
5172,7196.5,55475.14,8,194229741.24939305,3,True,check,never_offered,,62,False,low,send_minimal
4214,13057.56,41604.03,2,313381.44,11,False,ach,accepted,0.419,38,False,low,send_minimal
5065,1228.96,6718.71,7,103232.64,165,False,ach,accepted,0.616,56,False,low,send_minimal
7399,1071.83,4514.45,20,257239.2,20,False,ach,accepted,0.46,52,False,medium,send_minimal
5734,3464.87,17095.79,18,748411.92,151,False,check,accepted,0.534,46,False,low,send_minimal
5734,1869.58,6167.98,12,269219.52,79,False,check,rejected,0.703,38,True,low,send_minimal
7372,9357.74,55580.74,18,2021271.84,109,False,card,rejected,0.362,25,True,low,send_minimal
5085,1656.49,5738.38,9,178900.92,4,True,ach,never_offered,0.455,39,False,high,send_minimal
7392,2732.7,8631.13,25,819810.0,4,True,check,rejected,0.692,62,False,low,send_partial
5122,2456.88,17869.92,7,206377.92,2,True,check,never_offered,0.424,69,False,low,send_full
5199,501.91,1480.38,18,108412.56,20,False,ach,rejected,0.862,61,False,low,send_minimal
7372,2738.95,13744.12,5,164337.0,42,False,card,accepted,0.46,36,False,low,send_minimal
5734,106.29,393.63,1,1275.48,4,True,card,never_offered,,45,False,low,send_full
5137,453.16,2329.13,11,59817.12,130,False,ach,accepted,0.231,40,False,medium,send_minimal
5169,250.71,1946.38,7,21059.64,123,False,check,rejected,0.298,65,False,low,send_partial
5199,2032.62,7131.91,4,97565.76,172,False,check,accepted,0.684,62,False,low,send_minimal
5065,2035.44,7646.23,18,439655.04,108,False,check,accepted,0.609,29,False,medium,send_minimal
7372,434.15,700.96,18,93776.4,2,True,card,never_offered,0.591,58,False,medium,send_full
5085,2846.81,18490.67,4,136646.88,94,False,card,accepted,0.769,34,False,medium,send_minimal
5172,9617.57,31766.03,6,692465.04,152,False,ach,rejected,0.669,41,True,low,send_minimal
5734,915.31,4212.32,2,21967.44,161,False,ach,accepted,0.18,5,False,low,send_partial
5085,623.13,4585.89,14,104685.84,40,False,ach,accepted,0.776,53,False,high,send_minimal
8911,52532.2,235759.27,19,11977341.6,20,False,check,rejected,0.196,63,True,low,send_minimal
5169,7669.82,41455.91,13,1196491.92,93,False,card,accepted,,23,True,low,send_minimal
5065,469.01,1772.17,18,101306.16,20,False,ach,accepted,0.315,43,False,low,send_minimal
5734,3184.8,5669.09,9,343958.4,23,False,check,rejected,,87,False,low,send_minimal
5211,13170.41,25531.48,15,405580991.3967563,16,False,ach,accepted,0.333,58,False,medium,send_minimal
5734,2983.07,12572.79,9,322171.56,148,False,ach,accepted,0.727,54,True,low,send_minimal
7392,1884.54,13419.34,30,678434.4,52,False,check,accepted,0.758,52,True,medium,send_minimal
5199,384.39,1396.52,7,32288.76,154,False,ach,accepted,0.845,39,False,low,send_minimal
7399,4395.05,17647.45,13,685627.8,3,True,check,rejected,0.937,42,False,low,send_full
5169,7793.93,21176.64,4,374108.64,121,False,ach,accepted,0.898,48,True,low,send_minimal
5211,24620.69,39353.47,4,1181793.12,23,False,ach,accepted,0.412,89,False,medium,send_partial
5111,2022.25,13178.2,17,412539.0,99,False,check,rejected,,41,True,medium,send_partial
5734,79555.62,567981.12,12,11456009.28,62,False,card,accepted,0.558,54,True,medium,send_minimal
5122,511.48,3038.4,16,98204.16,21,False,ach,rejected,1.0,35,False,medium,send_full
7372,1317.27,9291.4,13,205494.12,171,False,check,rejected,0.921,43,False,medium,send_minimal
7399,685.99,1205.93,4,32927.52,4,True,ach,never_offered,0.296,53,False,low,send_minimal
7399,627.7,1705.3,13,97921.2,1,True,ach,never_offered,0.958,70,False,medium,send_minimal
4214,4806.37,14997.28,8,461411.52,149,False,card,rejected,0.775,66,True,medium,send_minimal
5085,2635.55,12229.94,4,126506.4,30,False,ach,rejected,0.987,29,False,low,send_minimal
5111,1475.94,5625.82,28,495915.84,18,False,card,accepted,0.36,39,False,low,send_minimal
4214,1363.08,9531.23,31,507065.76,107,False,card,accepted,0.937,77,False,low,send_minimal
5169,1667.25,3787.31,30,600210.0,5,True,ach,never_offered,,55,False,high,send_minimal
5065,205.69,1010.43,16,39492.48,171,False,ach,rejected,0.115,38,False,low,send_minimal
5137,1023.97,4553.73,21,258040.44,7,False,ach,rejected,0.627,60,False,low,send_partial
7399,2311.43,7665.76,2,55474.32,2,True,ach,never_offered,0.497,38,False,medium,send_full
5169,5404.13,17499.53,16,1037592.96,155,False,card,rejected,0.538,58,False,low,send_minimal
5085,766.93,4437.81,24,220875.84,136,False,ach,accepted,0.23,36,True,low,send_minimal
7372,9161.89,51576.77,5,549713.4,177,False,ach,accepted,0.413,50,False,high,send_minimal
5111,86.85,352.99,12,12506.4,56,False,check,accepted,0.856,43,False,low,send_minimal
5169,1030.67,7978.26,10,123680.4,163,False,ach,rejected,0.703,58,False,low,send_minimal
5065,423.17,3090.35,9,45702.36,1,True,check,rejected,0.426,48,False,low,send_full
5734,5633.35,38072.06,2,135200.4,23,False,ach,rejected,0.474,65,False,low,send_minimal
5172,3414.08,23590.09,17,696472.32,12,False,check,accepted,0.643,42,False,low,send_minimal
4214,6020.66,27620.89,3,216743.76,113,False,card,rejected,0.332,52,False,low,send_minimal
5169,689.2,4721.32,4,33081.6,1,True,ach,never_offered,0.56,25,False,low,send_partial
5122,1313.33,7684.59,1,15759.96,2,True,ach,rejected,0.776,56,False,high,send_partial
5111,1378.29,7052.86,31,512723.88,111,False,card,accepted,0.741,41,False,low,send_minimal
5122,2515.24,18824.8,2,60365.76,61,False,ach,accepted,,33,False,low,send_minimal
5172,12682.54,58071.03,3,456571.44,98,False,ach,accepted,0.564,36,False,medium,send_minimal
5085,1727.23,13581.3,12,248721.12,5,True,card,never_offered,0.94,61,False,high,send_minimal
5172,4316.6,15666.9,4,207196.8,2,True,check,never_offered,0.205,48,False,high,send_partial
7399,333.58,1587.82,20,80059.2,49,False,ach,accepted,0.753,39,False,low,send_minimal
7392,2090.44,3697.88,6,150511.68,93,False,card,accepted,0.505,39,False,low,send_minimal
5734,642.56,5082.59,18,138792.96,5,True,card,never_offered,0.517,46,False,high,send_minimal
4214,8841.58,59481.67,9,137911729.65695783,3,True,ach,never_offered,1.0,54,False,low,send_minimal
7392,5567.12,24057.55,11,734859.84,94,False,check,rejected,,54,False,low,send_minimal
5734,1180.94,4219.14,25,354282.0,0,True,ach,never_offered,0.411,40,False,high,send_minimal
7399,987.51,7668.36,10,118501.2,5,True,ach,rejected,0.058,56,False,medium,send_full
5085,2052.4,11897.94,12,295545.6,7,False,check,accepted,0.956,41,False,low,send_minimal
7399,3439.33,24082.2,1,41271.96,10,False,check,rejected,0.418,25,False,low,send_partial
5137,418.45,2720.23,12,60256.8,24,False,ach,rejected,0.274,47,False,high,send_partial
7372,866.57,4063.7,7,72791.88,1,True,card,never_offered,1.0,71,False,low,send_partial
4214,16794.34,121639.54,13,2619917.04,1,True,ach,never_offered,0.682,50,False,high,send_minimal
5199,2759.98,19416.75,9,298077.84,69,False,card,accepted,0.631,62,False,low,send_minimal
5085,1616.99,8686.24,9,174634.92,133,False,ach,rejected,0.277,55,False,low,send_minimal
5169,2697.44,18358.31,17,550277.76,68,False,ach,accepted,0.667,33,False,low,send_partial
