vendor_id,segment,is_mature_ap_program,mcc,avg_ticket,max_ticket,monthly_txn_count,annual_spend,tenure_months,is_new_to_platform,current_rail,accepts_card_other_channel,days_sales_outstanding,past_data_quality_score,risk_level,vc_accept
V002063,enterprise,False,7392,263.48,1284.16,4,103870.27,145,False,ach,1,34,0.186,medium,0
V002064,smb,False,7392,3168.02,8370.19,15,661590.79,10,False,virtual_card,0,46,0.997,low,1
V002065,smb,False,5137,1126.96,1972.68,11,65709.8,151,False,check,1,32,,medium,0
V002066,smb,False,8911,6731.94,26093.86,5,159156.96,106,False,wire,0,46,0.635,low,1
V002067,smb,False,5169,10882.6,34820.98,4,165831.56,58,False,ach,1,37,0.597,low,0
V002068,smb,False,5122,8535.81,42717.34,10,1176017.49,84,False,ach,0,56,0.581,low,1
V002069,enterprise,False,7392,11917.16,39933.5,13,14615145.73,179,False,other,1,55,0.919,low,1
V002070,smb,False,7399,827.94,3527.38,30,256485.2,131,False,ach,1,39,0.243,low,0
V002071,enterprise,False,5199,1571.22,11723.14,15,3086708.09,178,False,virtual_card,1,61,0.612,low,1
V002072,mid_market,False,5734,26.94,149.54,8,9687.2,156,False,ach,0,30,0.906,medium,0
V002073,mid_market,False,5199,1276.02,8961.3,7,463072.13,42,False,ach,0,39,0.52,low,0
V002074,enterprise,False,7399,353.52,575.54,16,648075.05,94,False,other,1,50,0.949,low,1
V002075,enterprise,True,5065,9532.46,70155.06,7,13793631.36,175,False,ach,1,64,0.284,medium,1
V002076,smb,False,5199,1506.7,2982.28,26,162999.67,41,False,ach,0,57,0.805,medium,0
V002077,smb,False,5137,99.83,279.79,27,32791.92,61,False,virtual_card,1,53,0.716,low,1
V002078,mid_market,False,5211,616.14,3152.32,10,217685.48,39,False,ach,0,34,0.275,medium,1
V002079,mid_market,False,5122,1924.59,14530.49,6,659280.65,87,False,ach,1,40,0.566,low,0
V002080,mid_market,False,7399,387.08,2368.72,25,308172.95,113,False,check,1,60,0.704,medium,0
V002081,smb,False,5172,7734.24,30532.39,10,890430.33,150,False,other,0,60,0.571,low,0
V002082,smb,False,5172,1569.56,5164.97,23,346934.51,152,False,check,0,49,,low,1
V002083,smb,False,5111,168.14,625.32,9,19226.55,147,False,ach,0,32,0.434,high,1
V002084,enterprise,False,5211,1282.38,9244.7,11,2313481.85,7,False,other,1,49,0.461,low,1
V002085,smb,False,4214,11709.73,57746.47,8,1147514.96,171,False,ach,0,42,0.204,low,1
V002086,smb,False,7399,1046.71,6512.22,6,90034.42,98,False,check,1,24,0.768,medium,1
V002087,mid_market,False,7399,4045.0,26862.8,10,1533244.53,85,False,ach,1,65,,low,1
V002088,smb,False,5211,721.09,2604.33,2,10944.95,112,False,check,0,46,0.382,low,1
V002089,smb,False,7392,3080.24,20797.01,19,828439.44,10,False,ach,0,45,0.635,low,1
V002090,smb,False,5065,639.57,1359.34,8,67448.96,45,False,ach,0,47,0.796,medium,1
V002091,mid_market,False,5172,1700.42,4826.64,6,193008.41,5,True,ach,0,54,0.694,low,0
V002092,smb,False,5199,710.67,1109.9,19,99885.53,158,False,ach,1,61,,low,1
V002093,smb,False,5734,612.89,1579.89,10,48106.93,137,False,ach,1,56,0.475,low,1
V002094,enterprise,False,5172,8837.06,31563.4,16,33302488.42,9,False,ach,1,54,0.63,low,1
V002095,mid_market,False,5169,5770.34,22548.88,12,1515273.67,12,False,wire,0,54,0.426,medium,1
V002096,enterprise,True,5065,4098.49,23705.38,3,1181167.27,0,True,virtual_card,1,35,0.618,low,1
V002097,smb,False,5137,986.91,7776.92,10,141357.16,148,False,ach,1,49,0.533,low,0
V002098,smb,False,5065,645.46,4137.44,7,61152.04,75,False,check,1,40,0.149,low,0
V002099,enterprise,False,4214,1892.22,10034.98,6,1893896.38,38,False,ach,0,29,0.917,low,1
V002100,smb,False,5172,640.29,5112.02,8,59570.24,91,False,ach,0,57,0.835,low,0
V002101,smb,False,7392,827.97,3769.91,40,144118.1,132,False,check,1,45,,low,1
V002102,enterprise,False,8911,7366.53,32073.88,11,11308487.18,135,False,ach,1,8,0.796,high,1
V002103,smb,False,7399,204.32,852.31,8,6403.12,55,False,virtual_card,0,30,0.918,low,0
V002104,smb,False,7392,3886.96,21020.14,36,605087.65,74,False,check,0,43,0.088,low,1
V002105,mid_market,False,5734,131.6,743.63,8,51812.71,7,False,check,0,38,0.382,medium,1
V002106,smb,False,5211,11119.91,86457.35,20,1451417.11,23,False,check,1,58,0.724,low,0
V002107,smb,False,7372,530.78,871.01,14,83686.72,113,False,check,1,56,0.82,medium,1
V002108,smb,False,5065,652.62,1867.09,9,40367.41,166,False,check,0,31,0.038,medium,0
V002109,smb,False,8911,2919.49,19593.88,18,569989.32,65,False,ach,0,50,0.885,low,0
V002110,enterprise,False,5122,6806.25,41425.55,7,5255884.2,115,False,wire,0,30,0.491,low,1
V002111,enterprise,False,5211,2790.74,12615.82,9,2944282.97,124,False,other,0,56,0.6,medium,0
V002112,smb,False,5111,352.17,2765.76,7,32737.64,85,False,ach,0,64,0.479,medium,0
V002113,smb,False,5137,301.59,1432.97,14,30819.96,72,False,ach,0,52,0.122,medium,0
V002114,smb,False,5122,488.57,3356.89,5,13014.46,138,False,ach,0,62,0.843,medium,1
V002115,smb,False,5122,468.09,1496.99,10,31200.17,171,False,check,1,54,0.696,low,0
V002116,smb,False,5137,2138.52,10984.9,3,78508.67,99,False,check,1,34,0.523,medium,1
V002117,smb,False,4214,14734.58,48832.13,13,2271392.94,35,False,wire,1,15,0.53,medium,0
V002118,smb,False,4214,657.41,3161.87,7,41987.11,156,False,ach,0,33,0.894,high,0
V002119,mid_market,False,5122,5813.38,19720.98,27,4437593.9,131,False,virtual_card,0,60,0.537,low,1
V002120,mid_market,False,5111,306.84,1288.5,2,21791.72,55,False,ach,0,19,0.502,low,1
V002121,mid_market,False,5065,281.92,692.89,7,46750.84,73,False,ach,1,40,0.799,low,1
V002122,smb,False,5734,4450.76,22171.35,23,1459121.81,147,False,check,0,54,0.64,low,1
V002123,mid_market,False,5211,7384.13,34063.41,11,4800269.28,57,False,check,0,39,0.822,low,1
V002124,enterprise,True,5065,184.96,382.28,6,121677.97,107,False,virtual_card,1,68,0.733,high,1
V002125,enterprise,False,5085,202.06,981.72,4,124142.57,122,False,wire,1,61,0.167,medium,1
V002126,enterprise,False,8911,14360.87,68627.69,15,36257716.3,108,False,ach,1,52,0.497,low,1
V002127,smb,False,5172,12741.26,21563.62,16,1126572.88,60,False,ach,0,37,0.531,low,1
V002128,smb,False,5169,644.7,1900.53,4,35801.87,160,False,wire,0,69,0.677,low,1
V002129,smb,False,5137,345.87,1935.28,20,45655.86,158,False,check,1,53,0.414,low,0
V002130,mid_market,False,7399,3841.49,7746.45,39,6201016.86,167,False,check,1,41,0.671,medium,1
V002131,enterprise,False,5169,476.29,1609.61,12,1321430.9,113,False,virtual_card,0,44,0.317,low,1
V002132,mid_market,False,7399,136.06,920.87,3,13898.65,16,False,ach,1,26,0.221,low,0
V002133,smb,False,7392,11279.57,57804.17,11,489108.44,67,False,ach,0,39,,high,0
V002134,smb,False,5065,4194.08,19452.9,12,679023.71,82,False,wire,1,42,0.626,low,1
V002135,smb,False,5169,2437.56,19043.31,7,158808.05,144,False,other,0,19,0.275,medium,0
V002136,mid_market,False,7399,755.46,5184.27,15,241234.4,154,False,ach,1,45,0.965,low,0
V002137,enterprise,False,4214,4367.9,31160.84,5,3982047.16,17,False,ach,1,36,0.448,medium,0
V002138,smb,False,5169,3337.12,8178.7,22,362118.1,93,False,check,0,51,0.616,low,1
V002139,mid_market,False,7399,6764.18,14459.48,12,2183690.07,15,False,virtual_card,0,48,0.959,low,1
V002140,mid_market,False,7392,3663.48,16261.77,6,438794.6,73,False,ach,0,33,,low,1
V002141,mid_market,False,7399,3790.26,27912.01,2,241948.92,154,False,ach,1,45,0.864,low,1
V002142,smb,False,8911,23179.97,67507.97,3,980054.37,43,False,ach,1,75,0.58,low,1
V002143,mid_market,False,5137,245.62,1964.46,2,29170.99,50,False,other,1,45,0.67,medium,1
V002144,smb,False,5734,4250.82,9568.61,7,259463.42,156,False,ach,0,55,,low,1
V002145,mid_market,False,5169,2043.88,14237.45,4,417063.34,11,False,other,1,41,0.361,low,1
V002146,smb,False,5172,21617.27,43972.91,21,5206006.06,85,False,ach,0,33,0.76,medium,0
V002147,mid_market,False,5137,600.73,3549.55,15,269057.98,21,False,check,0,48,0.414,medium,0
V002148,mid_market,False,5211,1607.97,2745.06,9,455832.84,27,False,other,0,55,0.602,low,0
V002149,smb,False,5172,9575.99,42532.25,7,405852.81,43,False,other,0,47,0.377,low,0
V002150,smb,False,5169,539.08,4283.67,6,22380.7,66,False,wire,0,32,0.43,medium,1
V002151,smb,False,5137,2222.93,10819.1,13,108592.97,151,False,ach,1,42,0.846,low,0
V002152,mid_market,False,5137,494.65,3901.23,7,145685.71,128,False,other,1,27,0.751,low,1
V002153,smb,False,5169,547.9,1573.32,13,71306.69,168,False,check,0,34,,low,1
V002154,mid_market,False,5137,243.93,518.13,11,108416.97,17,False,ach,0,53,0.246,low,1
V002155,smb,False,5734,1052.99,6465.08,14,139345.24,69,False,other,0,60,0.864,low,1
V002156,smb,False,5172,6360.67,42963.64,17,1117960.61,108,False,ach,0,59,0.683,medium,0
V002157,smb,False,5211,6347.85,29856.54,5,358792.45,112,False,check,0,56,0.29,low,1
V002158,smb,False,5085,437.74,1876.76,2,11355.57,130,False,wire,1,45,0.409,low,0
V002159,smb,False,7392,583.0,2470.48,3,13208.57,92,False,check,1,46,0.525,medium,0
V002160,smb,False,5172,3452.08,12728.73,12,508450.88,10,False,virtual_card,1,46,,low,0
V002161,enterprise,False,7399,1053.83,2795.04,19,3228155.23,14,False,ach,0,69,0.708,low,1
V002162,smb,False,8911,10469.36,53149.28,10,896211.15,111,False,check,1,51,0.375,low,0
V002163,smb,False,5169,1412.08,9024.72,7,137756.15,173,False,ach,0,57,0.589,low,0
V002164,enterprise,True,5085,769.36,3490.07,9,726065.89,123,False,check,0,47,,low,1
V002165,mid_market,False,4214,3275.79,6150.37,13,1418276.99,178,False,check,0,40,0.388,medium,1
V002166,smb,False,5137,681.04,5247.48,11,75323.15,137,False,other,1,29,0.619,medium,0
V002167,smb,False,5172,411.78,1479.14,24,90304.61,26,False,check,0,66,0.788,low,1
V002168,enterprise,False,5169,2630.5,19188.46,21,10158027.57,65,False,ach,1,51,0.489,low,0
V002169,smb,False,5122,4801.94,8810.55,20,814615.88,32,False,check,0,55,0.956,low,0
V002170,mid_market,False,7399,750.09,1885.69,6,165983.87,148,False,ach,1,24,0.709,low,1
V002171,smb,False,5169,3916.26,7804.8,3,51227.03,3,True,other,1,37,1.0,medium,0
V002172,smb,False,5169,2494.78,7785.03,3,69220.17,104,False,ach,0,28,0.708,low,1
V002173,mid_market,False,5137,121.94,568.7,15,42997.74,176,False,virtual_card,0,44,0.949,low,0
V002174,mid_market,False,7372,7290.67,56823.37,20,8103346.75,42,False,ach,1,34,0.856,low,1
V002175,enterprise,False,5122,2182.99,13277.6,6,1565431.55,124,False,virtual_card,0,44,0.624,low,1
V002176,enterprise,False,5065,2624.05,14522.55,30,17241602.91,74,False,wire,0,43,0.526,low,0
V002177,smb,False,5085,498.21,3134.66,47,154988.71,85,False,ach,0,16,0.89,low,1
V002178,smb,False,7399,562.78,870.71,24,76105.4,53,False,other,0,41,0.517,low,0
V002179,smb,False,4214,4897.43,33853.3,23,1560307.44,108,False,check,0,44,,low,0
V002180,mid_market,False,5122,1199.84,5881.78,9,275166.87,37,False,other,1,63,0.289,low,1
V002181,smb,False,5122,4403.68,30445.02,10,328346.81,127,False,check,1,44,0.476,low,0
V002182,mid_market,False,7372,28351.6,161485.93,15,23004322.41,61,False,check,1,26,,low,1
V002183,smb,False,4214,7135.77,24380.17,10,468564.06,8,False,ach,0,54,,medium,0
V002184,smb,False,5199,1557.21,3815.34,10,138746.33,13,False,other,1,32,0.492,low,1
V002185,enterprise,False,4214,22229.3,110046.05,26,35597528.79,152,False,wire,0,56,0.304,medium,1
V002186,smb,False,5111,324.7,2478.61,27,43276.98,33,False,check,0,11,0.753,medium,1
V002187,smb,False,8911,15346.08,45928.43,6,1280581.33,165,False,other,0,32,0.73,medium,1
V002188,smb,False,5172,5286.84,34124.63,29,850133.71,96,False,ach,0,39,0.491,low,0
V002189,smb,False,5169,623.24,1557.22,17,75585.03,132,False,check,1,20,0.642,low,0
V002190,smb,False,5172,7270.58,46534.97,16,721290.83,32,False,other,0,71,0.835,low,0
V002191,smb,False,5065,986.46,5452.1,8,77049.07,55,False,ach,0,46,0.244,medium,1
V002192,mid_market,False,7399,160.17,826.37,22,152153.47,141,False,other,1,59,0.489,medium,0
V002193,smb,False,7392,5948.04,47390.56,7,530838.59,92,False,ach,0,64,0.708,medium,1
V002194,smb,False,5085,3286.94,21878.14,2,65288.32,162,False,virtual_card,0,48,0.85,low,0
V002195,enterprise,False,7392,17010.95,125317.05,14,16855157.65,80,False,ach,0,50,0.367,low,1
V002196,smb,False,5111,262.54,532.3,9,30035.42,63,False,ach,0,52,0.381,low,0
V002197,mid_market,False,4214,6820.96,11794.14,10,2859810.61,133,False,ach,1,46,,medium,0
V002198,enterprise,False,5137,114.84,191.3,12,103301.42,34,False,ach,1,67,0.525,low,1
V002199,enterprise,False,5199,497.13,1455.07,13,1094544.94,56,False,check,0,62,0.552,low,0
V002200,smb,False,7372,3235.58,10025.23,5,59800.09,64,False,check,1,53,0.358,medium,1
V002201,mid_market,False,7399,1038.55,4825.62,16,450414.55,128,False,ach,0,51,0.397,medium,1
V002202,mid_market,False,5111,675.42,4041.45,1,36526.53,28,False,wire,1,61,0.585,low,0
V002203,enterprise,True,5137,1020.05,6669.38,13,1620632.02,93,False,wire,1,55,0.61,medium,1
V002204,mid_market,False,5211,2615.91,5593.76,22,2049655.49,12,False,check,1,48,0.483,medium,0
V002205,smb,False,5065,4431.49,13551.26,10,333947.93,130,False,ach,0,52,0.491,low,1
V002206,enterprise,True,5137,229.01,774.47,24,777651.63,154,False,check,1,5,0.999,low,1
V002207,mid_market,False,5122,356.68,927.23,24,351265.44,154,False,ach,0,46,1.0,medium,1
V002208,smb,False,7392,2182.45,17061.68,3,73052.97,32,False,ach,1,40,,medium,0
V002209,enterprise,False,4214,3841.54,21112.96,3,2352802.88,157,False,check,1,58,0.832,medium,1
V002210,mid_market,False,5199,1386.44,9124.82,6,198137.38,68,False,ach,0,53,0.227,medium,1
V002211,smb,False,7392,13796.03,100212.14,7,646203.04,144,False,check,0,29,0.564,medium,0
V002212,smb,False,7372,1334.78,5071.25,14,70662.37,113,False,ach,0,63,0.83,medium,0
V002213,smb,False,5111,256.9,1779.03,6,7143.15,155,False,check,0,76,0.568,low,1
V002214,enterprise,True,7392,3704.67,16238.03,14,10438554.59,5,True,wire,0,49,0.801,low,1
V002215,smb,False,5169,3542.76,17258.41,9,432482.72,21,False,ach,0,41,0.56,medium,0
V002216,mid_market,False,5065,2429.63,16483.9,14,1889864.54,80,False,other,0,36,0.761,low,1
V002217,enterprise,False,5199,1683.03,3590.12,14,2196451.31,14,False,ach,1,59,0.688,low,1
V002218,mid_market,False,7372,1489.67,4945.13,27,768743.96,41,False,wire,0,54,0.468,low,1
V002219,smb,False,4214,2308.31,13765.67,5,124442.32,104,False,ach,1,53,0.212,low,0
V002220,smb,False,4214,1476.47,10541.32,9,96526.29,63,False,ach,0,53,0.413,medium,0
V002221,mid_market,False,7399,1239.12,5071.43,9,539000.93,13,False,check,0,22,0.591,low,0
V002222,enterprise,True,7399,2050.48,12979.26,30,11171774.45,168,False,ach,0,46,0.619,low,1
V002223,smb,False,5122,769.1,4665.3,3,18958.92,108,False,ach,0,58,0.16,medium,1
V002224,smb,False,5137,618.1,1182.14,7,39111.46,162,False,ach,1,66,0.752,low,1
V002225,smb,False,5122,708.95,4094.82,24,192274.22,141,False,wire,0,66,0.689,high,0
V002226,mid_market,False,8911,4507.17,9911.41,15,2375825.96,34,False,ach,1,79,0.484,low,0
V002227,smb,False,4214,5115.7,11408.77,7,252152.31,84,False,ach,1,37,0.141,high,0
V002228,smb,False,5734,2331.59,5490.77,17,279572.22,153,False,check,1,38,0.572,low,1
V002229,mid_market,False,7392,5693.72,13705.69,18,2026119.65,48,False,ach,1,52,,low,0
V002230,mid_market,False,5111,472.3,2283.25,7,67353.43,21,False,check,1,63,0.919,high,0
V002231,mid_market,False,7392,701.75,1275.52,4,121053.29,80,False,check,0,21,0.601,low,0
V002232,mid_market,False,4214,460.44,1183.7,30,643353.82,51,False,check,1,48,0.466,low,1
V002233,enterprise,False,5169,4356.58,23035.44,18,5272671.92,66,False,wire,1,58,0.9,low,0
V002234,mid_market,False,5137,1922.5,11326.83,5,340851.27,5,True,ach,0,59,0.789,medium,0
V002235,smb,False,4214,11671.26,46988.8,26,4065026.91,16,False,check,1,54,0.672,low,0
V002236,enterprise,False,5169,2680.92,19584.74,17,9742200.96,74,False,ach,0,72,0.65,medium,1
V002237,smb,False,5111,456.63,3142.66,4,8030.67,50,False,check,0,39,0.502,low,0
V002238,smb,False,7392,1198.2,5105.58,32,145718.87,56,False,ach,0,36,0.427,low,0
V002239,mid_market,False,5065,1056.97,2679.44,3,119759.74,90,False,other,0,40,0.913,low,0
V002240,smb,False,5137,805.49,6369.47,27,262719.4,79,False,other,0,56,0.818,medium,1
V002241,mid_market,False,8911,1135.1,3453.56,2,75249.64,134,False,virtual_card,0,70,0.812,medium,1
V002242,smb,False,5199,685.69,1304.43,6,53972.65,138,False,check,1,57,0.266,low,0
V002243,smb,False,5085,371.92,815.56,13,42167.57,62,False,other,1,30,0.694,high,1
V002244,smb,False,5169,1211.63,5510.25,20,133079.87,100,False,wire,0,48,0.622,low,0
V002245,mid_market,False,5065,3393.47,17708.62,30,4933281.43,2,True,ach,0,65,0.544,medium,1
V002246,smb,False,7372,5802.32,15932.47,20,1137905.17,69,False,ach,0,34,0.185,low,0
V002247,smb,False,7399,5573.11,14563.29,9,707083.71,46,False,check,1,28,0.518,medium,0
V002248,smb,False,5172,1246.72,6018.78,11,168913.15,153,False,other,0,47,0.746,low,0
V002249,smb,False,5199,1088.2,1709.22,8,107659.53,149,False,other,0,35,0.359,medium,0
V002250,mid_market,False,5085,5383.3,25146.64,2,200612.33,6,False,ach,0,33,0.82,low,0
V002251,smb,False,4214,3896.02,25376.09,15,333279.19,119,False,ach,0,55,0.859,medium,0
V002252,smb,False,5111,777.7,3356.19,13,144351.23,48,False,check,0,41,0.68,low,1
V002253,smb,False,5199,720.28,2424.91,11,40264.94,49,False,other,1,55,0.6,low,0
V002254,mid_market,False,7392,4125.9,20469.45,35,7436026.05,68,False,check,0,36,0.499,high,1
V002255,smb,False,5734,362.72,1547.44,19,69944.21,130,False,other,0,62,0.216,medium,1
V002256,enterprise,True,5172,1455.47,8378.55,8,2093830.88,44,False,ach,1,57,0.804,low,0
V002257,smb,False,5172,9069.29,14810.97,15,1519616.19,140,False,ach,0,34,,medium,0
V002258,enterprise,False,4214,6761.52,13841.89,3,2290103.01,173,False,wire,1,67,0.93,low,1
V002259,enterprise,True,5199,352.29,1945.82,5,252272.67,62,False,check,0,36,0.384,low,1
V002260,smb,False,5211,6278.64,18509.38,3,157658.94,113,False,check,0,53,0.423,low,0
V002261,enterprise,False,5122,425.95,2351.62,9,754657.77,135,False,check,1,64,0.792,low,0
V002262,mid_market,False,5122,6754.24,27408.67,10,1324095.86,15,False,virtual_card,1,39,0.539,medium,1
V002263,enterprise,True,5085,10985.17,46431.59,19,34392850.52,113,False,virtual_card,1,42,0.574,low,1
V002264,smb,False,5169,679.37,3729.56,5,19065.91,9,False,ach,0,58,1.0,low,0
V002265,enterprise,True,5199,461.06,3528.69,16,671906.89,89,False,check,1,42,0.523,low,1
V002266,mid_market,False,5172,5315.73,33245.96,8,1651539.34,124,False,virtual_card,0,17,0.661,low,1
V002267,smb,False,5199,257.75,772.17,24,81257.56,43,False,wire,0,55,0.536,high,0
V002268,smb,False,4214,2424.97,17784.84,4,86507.1,87,False,check,1,53,0.312,low,0
V002269,smb,False,5734,808.14,5742.17,4,20392.01,89,False,ach,1,72,0.34,low,1
V002270,smb,False,5137,179.14,962.44,17,11990.45,122,False,check,1,34,,medium,1
V002271,enterprise,False,5085,5050.26,13750.23,20,8681578.6,146,False,virtual_card,0,45,0.8,low,1
V002272,smb,False,8911,52125.59,263561.7,23,8306819.31,168,False,ach,1,38,,low,0
V002273,smb,False,5137,705.65,4615.33,9,63163.46,158,False,check,0,44,0.572,low,0
V002274,smb,False,8911,18652.33,128759.8,9,1261719.7,111,False,ach,1,56,0.593,medium,1
V002275,smb,False,5085,3669.75,16084.35,5,167567.27,91,False,ach,1,49,0.373,high,1
V002276,enterprise,False,5211,4355.32,26857.9,6,2944536.72,51,False,ach,1,34,,medium,0
V002277,enterprise,False,5065,1386.66,6623.11,12,1826090.5,153,False,ach,1,34,0.77,low,1
V002278,smb,False,5137,408.27,2375.6,18,66332.12,39,False,wire,1,44,,low,0
V002279,smb,False,5122,9608.98,16286.64,18,2163282.35,134,False,other,0,67,,low,1
V002280,mid_market,False,5085,2192.41,10872.96,9,714170.08,179,False,virtual_card,0,34,0.341,high,1
V002281,enterprise,True,5085,531.14,2299.22,3,176929.17,128,False,check,0,52,0.701,medium,0
V002282,smb,False,5169,8552.09,57362.97,17,1025358.32,131,False,ach,0,46,0.727,low,0
V002283,enterprise,False,5111,659.29,1238.04,16,1792282.04,34,False,ach,0,61,0.407,medium,1
V002284,smb,False,5065,1260.87,2164.82,6,97885.83,75,False,check,1,33,0.848,low,1
V002285,mid_market,False,5211,299.7,1961.28,4,51583.65,1,True,other,1,38,,low,0
V002286,smb,False,5734,938.53,4095.62,22,130376.92,88,False,ach,0,58,0.961,medium,1
V002287,enterprise,False,5211,6452.94,18281.18,4,1913566.2,22,False,ach,0,61,0.792,medium,1
V002288,mid_market,False,5734,722.24,5686.63,15,398403.06,47,False,check,1,40,0.891,medium,1
V002289,enterprise,False,5137,4887.14,33243.75,12,7308890.07,165,False,virtual_card,0,63,0.555,low,0
V002290,smb,False,5122,1062.15,7310.31,4,17193.52,157,False,check,0,63,0.405,high,0
V002291,smb,False,5065,4498.09,10218.96,27,1556395.99,25,False,other,1,30,0.235,medium,1
V002292,mid_market,False,7392,4629.45,35467.95,6,1654540.87,51,False,check,0,60,,low,0
V002293,smb,False,8911,1869.97,10946.81,3,68203.49,136,False,check,0,39,0.994,low,1
V002294,smb,False,7372,12079.27,93956.19,7,760699.96,107,False,ach,1,38,,low,0
V002295,mid_market,False,8911,3118.33,11895.42,14,1353913.06,55,False,check,0,35,0.254,low,1
V002296,smb,False,4214,1930.19,7563.45,10,219140.22,42,False,check,0,63,0.759,low,0
V002297,mid_market,False,5169,8413.67,42875.42,13,5698489.06,131,False,check,1,28,0.605,low,0
V002298,smb,False,5085,466.01,1828.75,24,102702.53,42,False,ach,0,37,0.968,low,0
V002299,mid_market,False,5734,636.16,4147.59,4,73013.66,79,False,ach,0,71,0.793,medium,0
V002300,smb,False,5199,767.48,4000.4,3,30596.98,142,False,check,0,55,0.7,low,0
V002301,enterprise,False,5111,280.16,1155.13,25,539766.95,7,False,check,1,54,0.307,medium,0
V002302,smb,False,5172,4126.36,18758.78,8,235697.88,83,False,other,0,55,0.83,low,0
V002303,mid_market,False,5734,293.48,469.69,3,17383.08,138,False,virtual_card,0,30,0.671,medium,0
V002304,mid_market,False,5172,6404.29,46473.55,17,6267600.02,36,False,ach,0,63,0.831,low,1
V002305,smb,False,5111,240.23,1593.81,12,27162.03,54,False,check,0,68,0.773,low,0
V002306,enterprise,False,7372,3948.25,11788.98,16,11243784.37,83,False,check,1,61,0.262,low,1
V002307,mid_market,False,5199,1160.74,6968.64,9,546564.7,40,False,ach,1,51,0.371,low,1
V002308,enterprise,False,5065,1466.15,7703.86,10,1686223.06,63,False,virtual_card,0,47,0.763,low,1
V002309,smb,False,8911,8986.78,47361.62,19,1040174.32,157,False,check,0,58,0.35,low,0
V002310,mid_market,False,8911,2309.49,17832.78,4,408043.53,3,True,ach,1,45,0.49,low,1
V002311,mid_market,False,7392,4326.32,13145.56,7,817239.37,146,False,ach,1,56,0.894,low,1
V002312,mid_market,False,7372,278.83,491.02,13,172319.28,150,False,ach,1,50,0.314,medium,0
V002313,mid_market,False,5137,915.43,7152.64,37,1689027.8,102,False,ach,1,52,0.459,medium,1
V002314,smb,False,7372,4082.22,8987.84,7,325364.69,93,False,ach,0,37,0.866,low,1
V002315,smb,False,4214,1044.1,6696.61,10,42993.28,131,False,check,0,40,0.243,low,1
V002316,smb,False,5734,9498.27,49178.26,23,1536653.62,151,False,check,1,58,0.752,medium,0
V002317,smb,False,5137,989.76,3571.98,20,94669.36,3,True,ach,0,36,0.798,medium,1
V002318,smb,False,5211,12421.11,70013.65,20,2237520.75,112,False,check,0,47,0.856,low,1
V002319,mid_market,False,7372,14000.96,60793.04,18,8237500.94,18,False,check,1,63,,low,1
V002320,enterprise,False,5085,454.12,692.16,4,303061.43,68,False,ach,1,41,0.128,low,1
V002321,mid_market,False,5122,9497.93,56124.39,5,2352231.87,3,True,ach,1,34,0.537,high,1
V002322,enterprise,False,4214,4918.3,8902.51,20,6398423.93,19,False,virtual_card,0,63,,low,1
V002323,enterprise,True,4214,5854.92,22457.98,7,4540385.26,108,False,virtual_card,1,32,0.351,low,1
V002324,smb,False,5211,889.45,3667.21,31,207235.91,173,False,virtual_card,1,68,0.755,low,0
V002325,smb,False,5111,907.45,5361.12,10,118882.39,90,False,check,1,54,0.582,low,0
V002326,mid_market,False,7372,1144.5,1729.08,12,730465.62,4,True,ach,0,54,1.0,low,1
V002327,enterprise,False,5122,574.81,1272.52,5,506441.02,12,False,ach,0,47,0.308,medium,1
V002328,smb,False,5734,348.24,1921.13,11,19265.88,89,False,ach,0,50,0.661,low,1
V002329,smb,False,5734,4962.56,7909.6,10,181366.74,33,False,check,1,65,0.843,medium,0
V002330,enterprise,False,7399,2015.84,9770.66,4,897504.32,171,False,other,1,71,0.718,low,1
V002331,smb,False,5065,833.18,2557.36,10,72346.29,88,False,virtual_card,0,39,0.7,low,0
V002332,smb,False,5169,712.41,3656.16,7,44676.62,39,False,check,0,29,0.344,medium,0
V002333,smb,False,7392,11248.09,83395.01,4,592587.02,23,False,ach,0,52,0.619,low,1
V002334,smb,False,5085,1490.31,8873.92,18,360874.17,116,False,check,0,49,0.749,low,0
V002335,smb,False,5137,130.18,595.06,2,3433.24,164,False,ach,1,32,0.44,low,1
V002336,mid_market,False,5172,2712.22,9853.05,8,610424.42,1,True,check,1,30,,low,0
V002337,smb,False,7399,341.93,882.88,5,18360.76,18,False,check,0,37,0.623,medium,1
V002338,enterprise,False,5111,76.79,604.76,27,352011.62,20,False,virtual_card,0,35,0.352,low,1
V002339,smb,False,5137,339.83,1944.49,21,100844.87,59,False,check,1,49,0.563,low,1
V002340,enterprise,False,8911,2565.51,14453.11,20,10645565.44,48,False,check,0,24,0.614,medium,1
V002341,enterprise,False,5734,9251.98,61454.01,7,15194933.26,162,False,other,1,59,0.602,high,0
V002342,smb,False,5065,432.08,2537.17,1,5535.53,23,False,check,0,39,0.605,medium,0
V002343,mid_market,False,5199,243.91,581.17,8,56212.54,175,False,wire,1,42,0.035,low,0
V002344,smb,False,7399,392.44,2869.0,5,27767.9,51,False,wire,1,49,0.507,low,0
V002345,smb,False,7399,135.06,463.83,3,2361.48,171,False,wire,0,33,0.526,low,1
V002346,smb,False,5111,208.43,777.88,20,28659.41,113,False,check,1,71,0.833,low,0
V002347,smb,False,5137,1344.73,9329.87,22,298822.44,74,False,ach,0,56,0.469,high,0
