vendor_id,segment,mcc,annual_spend,current_rail,accepts_card_other_channel,p_accept,expected_annual_revenue
V004949,enterprise,5199,7725622.08,ach,1,0.7408744,45589.725583174135
V020838,enterprise,5211,8152524.8,ach,1,0.7004324,45482.341383642575
V000923,enterprise,4214,11093229.82,ach,0,0.51213545,45249.889617926005
V011943,enterprise,5122,6836880.85,ach,0,0.8291925,45152.723643193574
V009660,enterprise,4214,11743034.36,check,0,0.48223573,45103.285947364944
V022534,enterprise,5122,7552962.92,ach,0,0.74775565,44982.16538230579
V016730,enterprise,8911,7696647.31,ach,0,0.7332998,44951.59896064233
V004222,enterprise,5085,7728947.08,ach,0,0.7300123,44937.81132907101
V015410,enterprise,5085,9828576.76,ach,1,0.57367927,44907.60579758604
V021366,enterprise,7392,7442595.75,check,1,0.7566518,44851.62888380444
V010695,enterprise,7372,6339278.91,ach,1,0.8880138,44834.93622468238
V012540,enterprise,4214,6434690.42,ach,1,0.87092566,44633.096259802514
V005900,enterprise,5122,7172325.91,check,0,0.77927047,44513.4542711997
V018890,enterprise,7399,7208121.86,ach,1,0.7723952,44340.149435039646
V004960,enterprise,4214,21041649.56,check,0,0.26450765,44325.418441634705
V009064,enterprise,5211,9354174.22,check,1,0.59453315,44290.93297516271
V024378,enterprise,5085,7422608.82,ach,0,0.74905455,44279.511342707156
V005896,enterprise,5122,8460182.88,check,1,0.6564641,44230.45071338806
V020246,enterprise,5122,9400892.14,ach,1,0.58901054,44097.79619651698
V016970,enterprise,7399,6856870.77,ach,0,0.80573756,43998.70631484767
V004095,enterprise,5734,7657095.83,check,1,0.72110945,43972.833292183146
V022686,enterprise,7392,6910576.23,ach,1,0.798995,43972.12783453072
V017366,enterprise,7372,6893944.1,ach,0,0.79896164,43863.975040780635
V020124,enterprise,4214,19699168.29,check,1,0.279536,43853.01504921934
V024953,enterprise,5211,8748643.27,ach,0,0.6284922,43787.630803766835
V020514,enterprise,5734,6401360.64,ach,0,0.8579367,43735.69677594421
V009706,enterprise,5211,8531315.49,ach,0,0.6428307,43673.534079196885
V016518,enterprise,4214,10794106.89,ach,1,0.50753874,43627.418926071856
V006324,enterprise,5172,10129902.96,ach,1,0.53961945,43530.34097032715
V005279,enterprise,5085,6595890.13,ach,0,0.8279427,43488.15419513446
V021752,enterprise,5085,10060579.31,ach,1,0.5427375,43482.02801658604
V016622,enterprise,8911,9188443.6,check,0,0.5940447,43466.76869875793
V005160,enterprise,7392,6703286.93,check,0,0.8121579,43353.021041469845
V005150,enterprise,5734,6533994.6,ach,1,0.83227074,43304.42024364261
V007947,enterprise,7392,11006793.03,ach,1,0.4938366,43284.45898815708
V004764,enterprise,5169,11960041.82,check,0,0.45393273,43232.43569837763
V011271,enterprise,5122,6540786.95,ach,0,0.8294118,43200.047265608766
V007354,enterprise,7392,8790377.04,check,1,0.61698127,43187.98377371078
V014863,enterprise,4214,13309919.94,ach,0,0.40745628,43185.68359912924
V022150,enterprise,8911,7692663.81,ach,0,0.70384836,43115.75057477329
V012191,enterprise,8911,8186680.56,ach,1,0.66077745,43076.591209527665
V022889,enterprise,5734,9593973.01,ach,0,0.5628643,43000.8394953923
V006396,enterprise,7392,5892545.59,ach,1,0.91305727,42841.85260801545
V023898,enterprise,8911,6756100.96,ach,1,0.7927599,42647.727118822026
V006782,enterprise,7372,7201775.43,check,0,0.74321485,42619.73131733068
V007705,enterprise,4214,7641443.85,ach,1,0.7000573,42595.59009409907
V005230,enterprise,5734,6357864.95,ach,1,0.839585,42503.74466959955
V022926,enterprise,5122,12209526.33,ach,0,0.436657,42451.00223358029
V012434,enterprise,5065,10823633.81,check,1,0.49243242,42439.265131100394
V019557,enterprise,5122,7470802.24,ach,1,0.71156305,42327.574667370456
V024331,enterprise,4214,7916354.09,check,0,0.67050517,42263.65050924725
V019463,enterprise,5169,8882725.9,ach,1,0.5948091,42068.210646172476
V022734,enterprise,5172,6563259.57,ach,0,0.8047999,42056.88591887004
V000820,enterprise,5211,6021498.07,ach,0,0.8763976,42017.81212340443
V009527,enterprise,5065,7769618.0,check,1,0.6785515,41976.68728050709
V001372,enterprise,5111,8069415.2,ach,1,0.6523916,41915.3503560009
V019819,enterprise,7372,6326867.49,ach,1,0.831467,41884.65087514901
V022826,enterprise,7392,6365103.22,check,0,0.8259616,41858.6461993322
V006399,enterprise,5122,6283357.51,ach,0,0.8359301,41819.581826970956
V010280,enterprise,5172,8523083.41,ach,0,0.61543936,41763.52767715177
V011592,enterprise,5122,6638320.25,check,1,0.78926945,41715.386839159015
V021518,enterprise,5734,8209603.59,check,1,0.6379104,41695.933764970774
V015678,enterprise,8911,6497267.38,ach,1,0.8050367,41644.31075230098
V016092,enterprise,5169,6355574.91,ach,1,0.82263273,41626.431511827075
V017684,enterprise,7392,5903711.69,ach,1,0.8855298,41623.30181961787
V000614,enterprise,5137,7575308.11,ach,1,0.6878385,41484.70822287638
V008800,enterprise,5734,7093214.54,check,1,0.7342011,41462.765846986294
V011491,enterprise,7372,6612212.46,ach,0,0.7846401,41305.65497950886
V013436,enterprise,5211,6351970.25,ach,1,0.81583023,41257.034836311344
V018151,enterprise,5169,11606678.1,ach,0,0.44628572,41239.157972163775
V011519,enterprise,8911,7117660.8,ach,1,0.7275658,41228.53401535187
V003121,enterprise,8911,7223287.27,ach,0,0.7154027,41140.475018695746
V017152,enterprise,5065,6463071.0,ach,1,0.79812294,41066.60195014525
V014642,enterprise,4214,15513213.71,ach,0,0.33230385,41040.80536235824
V016137,enterprise,5122,9050343.18,ach,0,0.5685998,40968.18803461073
V024850,enterprise,7372,8028825.93,check,1,0.6405748,40944.50934263118
V022752,enterprise,5169,15912803.99,ach,0,0.3223962,40841.81889817853
V014357,enterprise,5169,10448775.84,check,1,0.49031827,40785.805425643885
V009872,enterprise,5122,6578257.79,ach,0,0.77702594,40691.81543923677
V013209,enterprise,7392,7376626.78,ach,1,0.6904748,40546.99968961769
V008368,enterprise,5211,9552115.24,ach,1,0.5331868,40544.493554469875
V006203,enterprise,5211,7159413.89,ach,0,0.71094245,40519.449850964615
V002789,enterprise,5734,8537957.7,ach,0,0.5958194,40496.647605476704
V005131,enterprise,4214,10412425.34,ach,0,0.4881749,40464.67638600386
V016537,enterprise,5065,6405551.37,ach,1,0.79284066,40428.65258728162
V010128,enterprise,5734,6033513.87,check,1,0.8416978,40427.16338828517
V008987,enterprise,5111,6836098.63,ach,0,0.7415903,40356.676622774714
V019476,enterprise,4214,6196188.36,ach,1,0.8173934,40317.78886177968
V008283,enterprise,5734,6163888.06,ach,0,0.82130444,40299.42907530218
V011470,enterprise,5122,6401443.08,ach,1,0.78999925,40257.08168268349
V013101,enterprise,5065,7237000.61,ach,0,0.6977545,40197.19806999711
V017855,enterprise,5085,8585399.84,ach,1,0.58662903,40091.55845455154
V005489,enterprise,4214,9907050.61,ach,0,0.50752276,40024.42949676017
V016003,enterprise,5169,8362944.69,ach,1,0.6005281,39977.46768533759
V008247,enterprise,5122,6485984.13,ach,0,0.7737506,39948.2730634134
V022421,enterprise,5122,7231770.67,ach,1,0.69042104,39743.73329541674
V005510,enterprise,4214,7688657.54,ach,1,0.6492071,39732.24944879318
V020464,enterprise,8911,7793678.43,ach,1,0.6388588,39632.48009360931
V003983,enterprise,4214,10376912.86,ach,0,0.47967553,39620.40952224407
V023697,enterprise,5122,5865698.14,check,0,0.8485406,39618.26434615272
V000291,enterprise,5122,6227794.13,ach,1,0.79824495,39570.44186851246
V010343,enterprise,7372,7301680.8,check,1,0.68039143,39544.00837725602
V001452,enterprise,5211,10276200.65,ach,0,0.48174343,39403.936787702456
V023839,enterprise,5172,10999836.56,ach,0,0.449942,39394.30705469963
V006737,enterprise,4214,12555856.61,ach,0,0.3941807,39394.20930263388
V023308,enterprise,4214,9340501.76,ach,0,0.5292616,39348.55043219727
V005180,enterprise,8911,10454114.98,ach,0,0.47223884,39294.71294004342
V024950,enterprise,7372,8044542.21,ach,0,0.61303437,39252.646768222854
V022524,enterprise,5122,7852773.37,check,1,0.6274413,39217.233840894536
V000234,enterprise,5085,8425489.18,ach,1,0.5798671,38885.3134703751
V006222,enterprise,7392,6076440.97,ach,1,0.80402434,38884.85146151128
V023110,enterprise,5065,5873886.65,ach,1,0.8311714,38857.65241217342
V006386,enterprise,5211,6961237.81,check,1,0.6986987,38710.46243662853
V011308,enterprise,4214,7938491.32,check,1,0.6124087,38692.80904184683
V004042,enterprise,5172,7522537.87,ach,0,0.64494884,38613.21659340383
V000894,enterprise,5211,5834515.42,ach,1,0.8304094,38560.291949173145
V015361,enterprise,5172,8093681.14,check,0,0.5962427,38406.38804053975
V021971,enterprise,8911,6679958.85,ach,1,0.72126204,38344.00585811407
V007696,enterprise,5137,7711972.29,check,1,0.6238201,38287.06820874684
V014424,enterprise,7372,10881297.86,ach,1,0.44132674,38217.66146618807
V021040,enterprise,8911,6082104.51,ach,1,0.78749716,38117.12036474471
V017717,enterprise,7372,6446658.08,ach,0,0.7423916,38087.55774695069
V019554,enterprise,8911,8210726.62,check,1,0.5814361,37992.10275658559
V014422,enterprise,4214,12031310.59,ach,1,0.3963661,37950.4282488811
V020992,enterprise,5122,7341080.24,check,0,0.64956605,37948.132208966446
V005515,enterprise,5065,6115272.39,ach,0,0.779253,37922.7551384227
V024819,enterprise,5172,10796456.07,ach,1,0.43917713,37732.45235589212
V012502,enterprise,5211,7072020.2,ach,0,0.66983354,37696.61065598889
V024717,enterprise,5172,19831552.12,ach,0,0.23870687,37671.422166689124
V015220,enterprise,5734,5846460.13,ach,1,0.8086161,37620.33439447523
V002705,enterprise,5122,8475129.15,ach,1,0.5561487,37507.457006205106
V013333,enterprise,5111,6636602.55,check,0,0.71016634,37504.733683903556
V011574,enterprise,4214,13811068.42,ach,0,0.3406431,37437.16215908149
V020338,enterprise,4214,9075113.99,ach,1,0.5175017,37371.09620013696
V014795,enterprise,5122,6627383.87,check,1,0.70834965,37356.04010005114
V004908,enterprise,5065,6169360.8,ach,1,0.76091427,37354.837163972086
V021250,enterprise,5065,6553862.73,ach,1,0.7159361,37337.176658183555
V010018,enterprise,4214,6722280.11,ach,0,0.6957332,37215.307057595855
V022783,enterprise,5211,7669050.91,ach,0,0.60931057,37182.670089844156
V019218,enterprise,5122,6665145.53,ach,0,0.7005644,37154.90860451012
V015495,enterprise,5169,5471717.2,ach,0,0.8530292,37140.275993597985
V018819,enterprise,5122,6654639.14,check,0,0.6999174,37061.580522970246
V008973,enterprise,4214,10247126.34,ach,0,0.44906077,36612.659383169856
V002749,enterprise,7392,5953157.91,check,1,0.7723728,36584.457104027824
V000743,enterprise,7392,10940124.45,check,1,0.4199613,36555.43139338859
V023910,enterprise,5211,7289159.02,ach,0,0.6283464,36440.93367596391
V015104,enterprise,7392,6210743.17,ach,1,0.7337086,36255.006407029134
V009071,enterprise,5065,5897434.15,ach,1,0.7716739,36207.16892258692
V021128,enterprise,4214,6498408.92,check,1,0.6988821,36132.97353555694
V001084,enterprise,7372,7129473.1,ach,0,0.636972,36130.19849372039
V009952,enterprise,4214,8185325.2,ach,1,0.55394,36073.432209152794
V004109,enterprise,5199,6258804.4,ach,1,0.7228417,35992.997500797464
V003097,enterprise,7399,6210675.31,check,1,0.7279024,35966.12432697991
V001176,enterprise,5211,7165589.11,ach,0,0.6296935,35896.99955699513
V015623,enterprise,5122,8005009.98,ach,1,0.56171775,35772.44947057667
V004991,enterprise,7399,5620643.29,ach,1,0.79853356,35706.17831491914
V012154,enterprise,5211,6960193.8,ach,0,0.6434561,35628.633341268345
V016494,enterprise,4214,7293909.02,check,0,0.61353683,35600.65482274475
V014985,enterprise,5169,6290761.49,ach,0,0.7108115,35572.36467446452
V000203,enterprise,8911,5626234.12,ach,0,0.7924189,35466.67389191245
V022579,enterprise,8911,7043436.81,check,1,0.63295853,35465.627352986536
V024443,enterprise,7372,8955651.1,check,1,0.4975321,35445.791152333666
V006655,enterprise,5169,5442751.65,ach,0,0.81772244,35405.28126622434
V003652,enterprise,5172,5845638.31,ach,0,0.7601968,35350.68453159507
V005739,enterprise,5085,6938412.39,check,1,0.6389829,35268.21452082923
V016076,enterprise,5734,4998044.49,ach,1,0.8846303,35171.37367071946
V017151,enterprise,5172,7646374.78,check,0,0.5773562,35117.456274144846
V020827,enterprise,5199,6366284.57,ach,1,0.69198686,35043.08209684916
V000159,enterprise,5211,10115234.1,ach,1,0.43545452,35037.795083648896
V014199,enterprise,5122,7517068.47,check,0,0.5842919,34937.296268510705
V008932,enterprise,4214,6101322.62,ach,1,0.7195257,34920.46718113497
V005148,enterprise,5085,7625045.22,check,1,0.575406,34899.9750689561
V020985,enterprise,8911,6132617.69,check,1,0.71506464,34881.74472221654
V019461,enterprise,5169,9385331.77,ach,0,0.46697417,34861.660033873035
V008171,enterprise,7399,4884501.84,ach,0,0.8966201,34836.34002172077
V023621,enterprise,5172,6827332.08,ach,1,0.63987046,34748.86521108608
V009937,enterprise,4214,7318875.29,check,0,0.59553885,34669.39685727614
V021921,enterprise,7372,5680397.13,ach,0,0.7667724,34644.57344142999
V010892,enterprise,4214,7169988.05,check,1,0.60679436,34605.66632517624
V001759,enterprise,5734,6134999.53,check,1,0.708731,34584.5146019218
V024776,enterprise,5169,10220336.79,ach,1,0.42507502,34555.27928033478
V012447,enterprise,5065,6307063.78,ach,1,0.68804306,34516.251597428156
V012032,enterprise,5085,9109432.04,ach,0,0.4760114,34489.547657259856
V001096,enterprise,8911,13704808.3,ach,1,0.3162645,34474.755870111185
V010614,enterprise,4214,8677507.56,ach,0,0.4988981,34433.53550701845
V016221,enterprise,8911,9447870.98,ach,1,0.4571885,34355.66271373892
V002599,enterprise,5169,10126088.03,ach,1,0.4265607,34355.129581824796
V018479,enterprise,4214,6758447.26,check,1,0.63879883,34338.30577487524
V023908,enterprise,5172,9678933.88,ach,0,0.44581228,34319.90103110663
V006078,enterprise,7399,6478655.23,check,0,0.6622233,34122.53050404811
V021394,enterprise,7399,5417535.03,ach,1,0.7900894,34042.69724259378
V013820,enterprise,7372,5392949.23,check,0,0.7921597,33976.615341577446
V022367,enterprise,8911,6452071.66,ach,1,0.65928036,33829.79300084388
V015555,enterprise,5169,6371788.89,ach,1,0.6667879,33789.055006576564
V015288,enterprise,7372,4876352.07,ach,1,0.8670146,33622.947005395115
V020079,enterprise,7392,5353014.77,ach,1,0.7883968,33562.39668050351
V015338,enterprise,5734,5512238.22,ach,1,0.76176935,33392.43319869193
V003694,enterprise,5137,6405566.76,ach,0,0.6553336,33382.26390164828
V021206,enterprise,4214,8346292.85,check,0,0.5027439,33368.382531739495
V001575,enterprise,4214,6236578.14,ach,1,0.6727274,33364.136276752004
V008629,enterprise,7392,7201930.62,ach,1,0.58232355,33350.83051180657
V011747,enterprise,4214,9946517.77,ach,1,0.42078635,33282.87133801441
V022183,enterprise,5734,5552306.09,ach,1,0.753533,33270.767173153276
V014453,enterprise,5085,7142121.73,check,0,0.5831946,33121.97537270587
V019518,enterprise,5137,5405430.93,check,0,0.76988053,33092.28837330835
V017326,enterprise,4214,5671941.39,ach,0,0.73358566,33086.83874891269
V012383,enterprise,5199,6625176.32,ach,0,0.6254207,32948.17874129761
V009751,enterprise,5172,5858982.68,ach,0,0.70650077,32915.00613595528
V017191,enterprise,5085,5740978.78,ach,0,0.7205204,32891.93756662478
V011960,enterprise,5734,4785052.11,ach,1,0.86350507,32855.3338830782
V004243,enterprise,7372,5161159.97,ach,0,0.80040747,32848.24792079054
V010021,enterprise,7372,5419972.73,check,1,0.7599054,32749.332271635445
V013323,enterprise,5172,6621462.91,ach,1,0.6216919,32732.07793721852
V011232,enterprise,5085,6930012.73,check,1,0.5930307,32677.681911426982
V020088,enterprise,5172,8943545.25,ach,1,0.45783302,32557.20278496665
V015100,enterprise,5172,6904128.57,ach,0,0.5927032,32536.79405618129
V013131,enterprise,5734,4714772.31,ach,0,0.86404014,32390.02007625307
V019166,enterprise,5169,6512568.88,ach,0,0.62387496,32304.22931744518
V014129,enterprise,7399,4856641.45,ach,1,0.8360543,32283.328718005563
V001354,enterprise,5172,8065923.33,check,1,0.50141495,32154.996646573785
V021664,enterprise,7399,5388864.01,check,1,0.74777824,32037.401824867426
V013376,enterprise,5734,4547232.79,ach,1,0.88282543,31915.302098209795
V009466,enterprise,7372,6722689.59,ach,0,0.5969332,31903.97212649843
V022581,enterprise,5172,5985115.93,ach,0,0.6684199,31804.56461434567
V018481,enterprise,5085,5855626.62,ach,0,0.68254244,31773.709600988597
V005519,enterprise,7392,5977233.81,ach,1,0.6682587,31754.709235537055
V023237,enterprise,7392,10177933.05,ach,1,0.39227948,31740.753943021482
V005551,enterprise,7392,5342638.48,ach,0,0.747119,31732.694154130444
V004209,enterprise,4214,10038036.76,check,0,0.39670298,31656.952369598548
V000179,enterprise,5169,6235527.69,check,0,0.6364555,31549.085966569517
V009712,enterprise,5169,6961794.19,ach,0,0.57005525,31548.858416322997
V002168,enterprise,5169,10158027.57,ach,1,0.39014098,31504.50268739215
V021902,enterprise,5122,6044717.61,check,1,0.6546487,31457.333228088683
V002814,enterprise,5065,5315393.72,ach,0,0.7419509,31350.09047544962
V003183,enterprise,5199,4890857.9,ach,0,0.80327374,31229.581636598734
V005523,enterprise,5172,7153237.01,check,0,0.5471619,31111.828721027152
V000380,enterprise,5734,5041859.53,ach,0,0.77558047,31082.9421019468
V020727,enterprise,5734,5375625.08,check,1,0.72708726,31068.38805121422
V002754,enterprise,5211,5714580.26,ach,1,0.67881465,30833.126373596762
V000470,enterprise,7399,4290225.62,check,1,0.9007286,30714.63075915106
V010870,enterprise,5085,5979624.04,ach,0,0.64565825,30686.348967764818
V004869,enterprise,5172,5654338.81,ach,0,0.6822429,30661.058716458396
V021937,enterprise,7372,5037251.75,ach,0,0.7632399,30557.05298713291
V019837,enterprise,5111,4810388.21,ach,0,0.79537183,30408.37820661843
V016997,enterprise,5211,10034295.81,check,1,0.3805385,30347.486478525385
V000840,enterprise,5211,5330442.25,ach,0,0.7163279,30346.75626525545
V018595,enterprise,5065,4764194.4,check,0,0.7998362,30284.60185931206
V010504,enterprise,4214,6696893.95,ach,1,0.5684907,30256.974580225684
V021387,enterprise,7399,6104512.0,ach,1,0.62239873,30195.524328430176
V008096,enterprise,5199,7740449.18,ach,0,0.4903639,30165.094526938617
V018064,enterprise,7372,5577531.03,ach,1,0.6803478,30157.287736908085
V000872,enterprise,5122,7016052.6,check,1,0.54068077,30147.557558444405
V007281,enterprise,5065,4867827.62,ach,0,0.7790278,30137.38509728201
V010551,enterprise,5211,4515759.52,ach,0,0.8397534,30136.994899584046
V009486,enterprise,4214,9289134.39,check,0,0.4074576,30079.42650154951
V005068,enterprise,5122,4820660.21,ach,1,0.78261065,29981.60034932417
V017631,enterprise,5169,7064496.76,check,1,0.5338062,29968.577633984718
V024295,enterprise,4214,5429222.31,ach,0,0.6945123,29965.293721838345
V018728,enterprise,5122,5135059.86,check,0,0.7340078,29953.390930831443
V015033,enterprise,7392,4611075.43,check,1,0.8171247,29942.58991897275
V010704,enterprise,5122,5421520.87,ach,0,0.694553,29924.26944262477
V005127,enterprise,5085,4812442.49,check,0,0.78188694,29902.287275970528
V022583,enterprise,7399,4547068.57,ach,1,0.8273667,29896.745292662956
V016816,enterprise,5169,7034868.75,check,1,0.53461576,29887.613349425792
V018252,enterprise,7372,7722009.06,ach,0,0.4868198,29873.815478981905
V002570,enterprise,5065,5182979.85,check,1,0.7233115,29791.270768960498
V008354,enterprise,4214,5008373.51,ach,0,0.74751073,29750.503557473654
V003606,enterprise,5734,4529520.1,ach,0,0.82543576,29710.622843805028
V022741,enterprise,5734,4376163.08,ach,1,0.8537759,29690.101224492857
V020123,enterprise,5065,5983562.59,ach,1,0.62437564,29687.9258373204
V000371,enterprise,7399,4990551.78,ach,0,0.7484704,29682.24331827402
V011071,enterprise,5734,4810658.21,check,0,0.7761329,29669.68015295281
V019270,enterprise,7399,5848461.78,check,1,0.63825756,29662.599709353115
V007199,enterprise,4214,5818749.16,ach,0,0.6402244,29602.44138653578
V006411,enterprise,7399,4153722.0,ach,0,0.8963761,29586.376129527092
V005794,enterprise,5085,7524776.48,ach,0,0.4943907,29561.43586681927
V015195,enterprise,4214,6011834.04,ach,1,0.61865836,29554.171285908033
V020812,enterprise,4214,6338807.84,ach,0,0.5864678,29540.053636402357
V004515,enterprise,5172,12877659.13,check,0,0.2886638,29538.51262336338
V022192,enterprise,5169,5111399.99,ach,0,0.7245401,29427.314668103383
V014765,enterprise,7372,4544307.72,ach,1,0.814257,29401.875904301414
V018242,enterprise,7392,5364208.29,ach,0,0.68859357,29350.074539347683
V007771,enterprise,8911,5430624.08,check,1,0.67820907,29264.787897737886
V014208,enterprise,7372,6934937.47,check,0,0.53022474,29216.603363605333
V005734,enterprise,5137,5004930.92,check,1,0.73341805,29165.65330287264
V017610,enterprise,5172,7221220.0,ach,1,0.5068528,29080.76493567467
V005550,enterprise,5169,6393814.42,ach,0,0.57193625,29054.833926907137
V012882,enterprise,5172,5441288.67,ach,0,0.6719098,29048.4418526878
V010407,enterprise,7392,4711745.31,ach,1,0.7754875,29031.19607086492
V022801,enterprise,5085,5150763.88,ach,0,0.7083274,28987.418016489297
V014146,enterprise,4214,5054750.86,ach,1,0.72110087,28959.881812613443
V005967,enterprise,8911,5574292.66,ach,0,0.6510795,28834.4603477815
V023663,enterprise,5172,6999050.28,check,0,0.5185127,28832.773111236573
V009593,enterprise,7392,5147501.67,ach,0,0.70350635,28770.400913146143
V009023,enterprise,5172,4968370.48,ach,0,0.7273332,28709.285925331347
V001040,enterprise,5122,5021379.03,ach,0,0.71849036,28662.499502754235
V023386,enterprise,7392,4412956.52,ach,1,0.81556,28592.245964396247
V023061,enterprise,4214,4342131.31,ach,1,0.82814306,28567.24728708498
V024880,enterprise,4214,6298590.07,ach,1,0.5707487,28559.29608867177
V012198,enterprise,7399,4338833.28,ach,1,0.82820004,28547.375246416323
V015021,enterprise,7392,4402869.84,ach,1,0.81524915,28515.486981941336
V008217,enterprise,5065,6222712.19,check,1,0.576825,28515.32880189153
V007339,enterprise,7392,8003157.67,check,1,0.44739437,28444.54153636238
V010600,enterprise,5211,6462969.66,ach,0,0.55381835,28434.489290704634
V019420,enterprise,4214,6324771.86,check,0,0.5641314,28344.018176388952
V007325,enterprise,5211,5328461.11,ach,1,0.66935813,28333.190296946654
V012929,enterprise,5122,4557700.21,ach,0,0.78068894,28265.169220178253
V006848,enterprise,5085,4910203.09,ach,0,0.72298974,28200.21156403682
V004388,enterprise,7399,4485888.93,ach,0,0.79134804,28199.19530303469
V019159,enterprise,5199,7747543.37,ach,0,0.45808908,28192.520329775103
V014966,enterprise,5172,5806345.82,ach,0,0.610404,28153.734388886263
V019887,enterprise,5734,4997128.97,ach,0,0.70877993,28134.917815172852
V012029,enterprise,5085,6137467.31,ach,1,0.5767672,28119.11898786825
V011462,enterprise,8911,4237942.64,check,0,0.8325934,28027.863942700078
V024846,enterprise,4214,7738674.5,check,1,0.45453012,27939.685186564922
V003396,enterprise,5734,4634369.47,check,1,0.7584111,27918.058330657812
V013666,enterprise,5122,8293597.95,check,0,0.42317393,27877.075786807527
V006982,enterprise,5122,5086975.04,ach,1,0.68958014,27863.01578373642
V001127,enterprise,7372,4389480.47,check,1,0.7957578,27743.70554102993
V021268,enterprise,5065,6596248.44,ach,1,0.5294352,27738.289813818723
V003507,enterprise,5137,4299276.01,check,1,0.8115827,27713.743725399483
V001574,enterprise,5734,4112664.75,ach,1,0.8478599,27695.708816815735
V013777,enterprise,7372,5049146.81,ach,0,0.6899598,27669.667558465026
V001672,enterprise,8911,4754884.54,check,0,0.7317942,27636.774605955725
V024746,enterprise,4214,4932901.18,ach,0,0.7049585,27619.924871942698
V004828,enterprise,5085,4140282.41,ach,1,0.8357656,27482.444907277204
V023215,enterprise,5065,5138922.7,check,1,0.6731732,27475.07986257763
V014339,enterprise,8911,5659640.52,ach,0,0.6102474,27430.24610193779
V003623,enterprise,7399,5696575.71,ach,1,0.60430974,27339.969383981635
V022515,enterprise,5065,4778765.18,ach,0,0.72001994,27326.44961397047
V004274,enterprise,5211,4456323.63,ach,1,0.7707529,27277.79513168785
V013494,enterprise,7372,4245420.27,ach,1,0.80866945,27265.133326716394
V006909,enterprise,7372,4580843.08,ach,0,0.747846,27206.121661292993
V024666,enterprise,7372,4272852.06,ach,1,0.8005108,27163.714577701845
V020098,enterprise,5111,4133762.09,ach,1,0.8261113,27119.581144124186
V018091,enterprise,5169,4566341.41,ach,1,0.74731356,27099.910807750613
V020689,enterprise,5065,4986247.75,check,1,0.6788623,26879.803878096223
V023821,enterprise,5169,5831669.98,ach,1,0.5795321,26837.11898660245
V000909,enterprise,5085,4284424.67,ach,1,0.78840196,26822.790503872537
V011345,enterprise,5111,5143194.6,ach,1,0.6561047,26795.792537167545
V009721,enterprise,4214,6019560.38,check,0,0.5594377,26740.55173469861
V013725,enterprise,5734,4285583.91,ach,1,0.7851578,26718.877066354475
V003352,enterprise,5137,4100121.71,ach,1,0.8203502,26708.28629408838
V024471,enterprise,5137,4062015.67,ach,1,0.82747823,26689.836294736037
V004484,enterprise,5085,6093147.21,ach,1,0.55085444,26651.497773154657
V016640,enterprise,5211,6103372.06,ach,1,0.5475345,26534.455393422268
V001520,enterprise,7392,5359545.35,check,0,0.6225348,26492.0284333636
V009330,enterprise,4214,7984074.77,ach,1,0.41763425,26475.384547209644
V010448,enterprise,5169,4828224.55,ach,1,0.6902699,26462.224133592536
V012141,enterprise,4214,10277341.31,ach,0,0.3240277,26441.145091095008
V024592,enterprise,5085,5140741.2,ach,0,0.6476494,26435.18393367043
V006254,enterprise,5085,4473313.98,ach,1,0.74361634,26411.43504688824
V019122,enterprise,4214,5705718.13,check,1,0.58250344,26388.803415684786
V013741,enterprise,5122,4651479.32,ach,1,0.7138453,26363.4936737303
V005300,enterprise,8911,10392976.66,check,1,0.31920698,26340.08577983807
V018798,enterprise,5211,5647715.6,ach,0,0.5867247,26309.23386295757
V020981,enterprise,5169,7396549.15,ach,0,0.44700998,26250.65034103606
V004375,enterprise,5169,7631370.38,ach,0,0.43288428,26228.001929376285
V016607,enterprise,5169,5240457.66,ach,1,0.6295294,26192.1780257047
V012061,enterprise,7372,4116281.11,ach,1,0.80049735,26160.577064604695
V006477,enterprise,5734,4364858.41,ach,0,0.7540949,26132.13968425528
V010693,enterprise,5172,8137820.17,check,0,0.40362564,26077.062818327646
V008052,enterprise,7372,4472575.34,ach,1,0.73391724,26060.001062416995
V005822,enterprise,7372,4821923.68,ach,0,0.68009883,26035.077288726425
V000098,enterprise,4214,6043513.72,ach,0,0.54229844,26019.10431437481
V011729,enterprise,7392,7442835.74,check,1,0.43969658,25980.715373254792
V004829,enterprise,5211,4324736.48,ach,0,0.75584006,25950.472751302797
V003809,enterprise,5211,5081922.75,ach,0,0.64320236,25949.637829803825
V013110,enterprise,7392,4541267.31,check,1,0.71396786,25738.551214805997
V016549,enterprise,7399,4145367.82,ach,1,0.7817367,25724.688348080777
V000370,enterprise,5169,4437577.84,ach,1,0.72893715,25677.722714940184
V001525,enterprise,7392,4269865.84,ach,1,0.7557204,25614.596977673795
V014574,enterprise,4214,7543528.14,ach,0,0.42715716,25578.17667176014
V023466,enterprise,7392,4018733.92,ach,1,0.8000421,25521.250366109696
V016412,enterprise,7392,4778612.22,ach,1,0.6712927,25462.780844978835
V015868,enterprise,7372,6296834.42,check,0,0.5094144,25461.583755694915
V017251,enterprise,8911,4716470.64,ach,1,0.6788889,25415.67715765678
V016790,enterprise,4214,4439706.92,ach,1,0.7211741,25414.41388078426
V010476,enterprise,5211,4208302.05,ach,1,0.7604823,25402.714155335805
V000354,enterprise,5169,5607862.02,ach,1,0.5705358,25395.887408811588
